Name,GUID,Type,Description
FIRE_3_A3_Aura of Flame,8fae3562-a68f-4d52-bfbe-395f1a0c01c5,SkillInfo,Continually deals *0 fire damage to enemies within 3 hexes of your character.
FIRE_3_P1_Kindling,a7ed774f-59e7-4770-8c44-dd255f493e0b,SkillInfo,Gain an additional action the first turn of battle. Applies {STA=Exhaustion}.
FIRE_3_P2_Fuel for the Flames I,4b4eb5be-2281-4942-a191-22f777e2042b,SkillInfo,Increase the mana cost of all skills by 20% and increase the power of mana using skills by 40%.
FIRE_3_P3_Lasting Flame,659c3e1a-fe63-40cb-a26e-f81931d31e95,SkillInfo,@Heat@ lasts 2 addtional turns.
FIRE_4_A1_Meteor,ec49bce6-5bcd-478d-acd3-d4fc2f3aae7b,SkillInfo,Call down a ball of fire to smash your enemies. Deals *0 fire damage within 2 hexes. Fire remains on the impacted area dealing *1 fire damage per turn.
FIRE_4_A2_Overwhelming Power,e5e772c3-0f7f-4f5b-8e75-02249e7c182b,SkillInfo,Increases the damage of your next damaging action by 100%.
FIRE_4_A3_Fissure,e9bd516a-3bf1-468a-ae2d-17d960b0daab,SkillInfo,Open the earth in a line spawning deadly fissures that deal *0 fire damage.
FIRE_4_P1_Flash Fire,971efc39-f001-4564-b159-2584e105f04b,SkillInfo,Reduces the cooldown of all fire spells by 1. 
FIRE_4_P2_Fuel for the Flames II,4ded356a-facc-4408-87b0-99b00cb2fcc5,SkillInfo,Increase the mana cost of all skills by an additional 30% and increase the power of mana using skills by an additional 60%.
FIRE_4_P3_Fever,143a153b-af2f-4105-9936-f224dd9498d5,SkillInfo,Mana costs are now paid in Health instead.
FIRE_5_A1_Meteor Shower,b601e400-41c1-4c59-a801-9d9a6bb61ec8,SkillInfo,Summon a rain of meteors to bombard enemies within 4 hexes of the target location. Deals *0 fire damage 3 times.
FIRE_5_A2_Mass Haste,2299b989-53f4-4ae3-add5-3f90e694ed7e,SkillInfo,All allies gain an additional action this turn. Applies {STA=Exhaustion}.
FIRE_5_A3_Fire Storm,a59edd2b-ccde-4cf6-9603-3268cd137609,SkillInfo,Hurls fire balls at 3 different targets dealing *0 fire damage within 2 hexes of each target.
FIRE_5_P1_Fickle Flame,3f0045d0-033b-4f98-ab04-819eda13e7d1,SkillInfo,"Each time a damage or healing skill is cast, it recieves a random effectiveness modifier from 50% up to 250%. "
FIRE_5_P1_Flame Lash,51751d00-c652-4a6a-8792-8b6baa755447,SkillInfo,Your fire spells deal 10% more damage per stack of heat on targets.
FIRE_5_P2_Avatar of Flame,ac488fd4-a38f-4644-bb03-25c79513ae36,SkillInfo,Each stack of @heat@ now applies [0] fire damage to the target per turn.
Grievous Bite,c629b035-ae09-4fbe-b0a1-8a43469da2f9,SkillInfo,Deals *0 weapon damage. Applies {STA=Disabled} for 1 turn. 
Grizzly_WAR_Ground Slam Stunning,381c3113-8240-49df-b656-781591c614c5,SkillInfo,Deals *0 fire damage to all foes within 2 hexes of your character.
LGT_1_A2_Regenerate,f7786340-63ea-4097-8a48-8823ce02cba9,SkillInfo,Target restores *0 health per turn. 
LGT_1_A3_Elemental Protection,9f51dcd4-f90f-4c4c-b9f7-414e7fcd8ea7,SkillInfo,Increases target's @elemental resistance@ by 15%. 
LGT_1_P1_Blessed By Light I,f3d22122-6b74-4eb0-8df4-4b6354dcd69e,SkillInfo,Mana costs reduced by 10%.
LGT_1_P2_Empowered Light I,6734cfa8-5699-4014-a4d7-7ae2b359d1e8,SkillInfo,Increases Holy Power and Healing Received by 10%.
LGT_2_A1_Bless,2582ea06-e53a-49f0-95e5-81b8d48ec8d1,SkillInfo,"Bless all allies within 5 hexes.  Increases @damage@, @maximum health@, and @maximum Mana@ by 10%."
LGT_2_A2_Shield of Light,0a32ea87-3aa6-4bfa-86f8-da39a5b3aafd,SkillInfo,Calls down a shield that protects the target absorbing *0 damage. 
LGT_2_A3_Blinding Light,bed3679a-0022-447f-9a02-91335a600adc,SkillInfo,Summons a radiant light applying {STA=Blind} to the target dealing *0 Holy damage.
LGT_2_A4_Seal of Protection,8613b019-bdc8-49ce-9ea3-3fb373bda1de,SkillInfo,Decreases damage taken by 10% for you and allies within 3 hexes.
LGT_2_P1_Blessed By Light II,4318fd54-4e40-4bda-a310-3f6d2d664422,SkillInfo,Mana costs reduced by an additional 15%.
LGT_2_P2_Empowered Light II,83ce3706-dea3-404f-9648-3b43b4ff4737,SkillInfo,Increases Holy Power and Healing Received by an additional 15%.
LGT_2_P3_Glory,c3258fdc-4979-49ba-9209-660144b2425d,SkillInfo,The first time you recieve fatal damage in battle you are revived with 1 health and become immune to all damage for 1 turn.
LGT_2_P4_Kindred Spirit,3fc3a3ec-1bf0-41dc-a85f-d470c64edb69,SkillInfo,All healing you do to others also heals you for 20% of the amount healed.
LGT_3_A1_Light's Beckon,ac37ac7a-4f2d-4eb5-9586-7639777c8359,SkillInfo,Teleport any target on the battlefield within 3 hexes of your character.
LGT_3_A2_Mass Cure,9cb9aac5-3cc5-4765-a967-11f5720e549f,SkillInfo,Restores *0 health to all allies within 2 hexes of target.
LGT_3_A3_Purify,cc749d60-f5c3-4ea3-9a3a-bbfa95625fde,SkillInfo,Removes all negative statuses from the target. Can be used when Disabled.
LGT_3_A4_Seal of Might,a34a88a4-d845-4c9c-b739-6e2be540458b,SkillInfo,Increase damage of all allies within 3 hexes by 30%.
LGT_3_P1_Light's Endurance,2bd96744-e934-4891-a4e0-cffb1f08f359,SkillInfo,Increase @vitality@ by 20%.
LGT_3_P2_Light's Strength,b22fceef-4110-46ee-a9d2-12e9dd9f8d82,SkillInfo,Increase @might@ by 20%.
LGT_3_P3_Light's Brilliance,6794f244-500f-48b8-8cad-ea53e9a69c9f,SkillInfo,Increase @intelligence@ by 20%.
LGT_3_P4_Light's Celerity,646f7772-2741-4b68-ba82-96b32490b640,SkillInfo,Increase @dexterity@ by 20%.
LGT_3_P4_Light's Intuition,3a2db55c-1c97-40ea-bc24-8537cd1fbd6d,SkillInfo,Increase @reflex@ by 20%.
LGT_4_A1_Divine Intervention,a449e351-7941-451a-9278-c4aec2cfe660,SkillInfo,Restores the target to full health.
LGT_4_A2_Holy Ground,cc22f3c2-435d-41ce-8deb-882fdcf513f0,SkillInfo,Consecrate an area of ground to heal allies that stand upon it. Heals *0 per turn for 3 turns. 
LGT_4_A3_Shield of Retribution,4edbe07a-c899-4f5f-aed8-0417926f03bf,SkillInfo,"Conjures a shield imbued with holy flame absorbing *0 damage. Upon shield depletion, it explodes and deals *0 fire damage to all foes in a 3 hex radius."
LGT_4_P1_Lingering Light,578d3c0a-5eda-4b9f-9931-043decd33a17,SkillInfo,"Any target you heal with Cure, Regenerate, Healing Hand, Mass Cure, or Divine Intervention also recieves an additional healing over time effect restoring *0 health for 3 turns."
LGT_4_P2_Quickening,9732b23a-50aa-471c-8495-729c6a9667be,SkillInfo,"Every time one of your Light skills is cast on an ally, one of the ally's spells has it's cooldown lowered by 1 turn.  This effect can only happen once per turn."
LGT_4_P3_The Good Doctor,803ae361-6d63-423f-bb21-42b833363960,SkillInfo,Reduces the cooldown of all Light spells by 1.
LGT_5_A1_Ascendancy,75ed1c62-f8d7-426d-b063-494aeebbeed5,SkillInfo,Increases the target allies' stats by 20%.
LGT_5_A2_Seal of Salvation,cb513d38-5c32-4055-9ebd-e141ebb8dce4,SkillInfo,All allies within 3 hexes of you heal for *0 per turn. 
LGT_5_P1_Redemption,c7d0e84a-86a7-44e6-bb4f-89352e602393,SkillInfo,Redeem the soul of the first character to die in your party.  The target's health and mana are fully restored.  Does not affect summoned creatures.
LGT_5_P2_Salvation,19a44fd6-8b15-43b4-8000-399e10653e3e,SkillInfo,"Any target you heal with Cure, Regenerate, Healing Hand, Mass Cure, or Divine Intervention also recieves {STA=Salvation}.  Lasts 3 turns."
LGT_5_P3_Wrath of the  Righteous,3c3533f9-21cf-46c9-957d-c6b957b7716e,SkillInfo,Healing skills in the Light tree can now deal damage to enemies as well as heal allies.
LTN_1_A1_Dazzling Darts,165880b6-4e75-493b-94d7-31cf5936d79b,SkillInfo,Shoots 3 darts of electricity each dealing *0 lightning damage.
LTN_1_A2_Shock,122d020e-36ff-459e-a059-09079496fc22,SkillInfo,Reaches out and shocks the target dealing *0 lightning damage. Applies {STA=Disabled} to the target.
LTN_1_A3_Lightning Shield,a13c0d5e-20de-47e7-b52d-4432ff174efe,SkillInfo,Increases @Lightning Resistance@ by 10%. Attackers take *0 lightning damage.
LTN_1_P1_Storm Weathered I,af8a7171-de29-4cd5-bbed-6e0ce14f9c39,SkillInfo,Increase all @elemental resistances@ by 5%.
LTN_1_P2_Stormbringer I,e70f397a-e1b1-432b-89ed-7598800886b5,SkillInfo,Increases @critical hit chance@ by 5%.
LTN_1_P3_Thunder Borne,923e5c13-7549-48c5-a3bf-dfb5bf59b4b3,SkillInfo,Increases @lightning resistance@ by 10%.
LTN_2_A1_Teleport Self,383537a6-d8c2-43b5-bce1-21ceb372f558,SkillInfo,Teleports the caster to the target location in a flash of lightning.  Unaffected by increased range modifiers.
LTN_2_A2_Discharge,387f28b4-84e5-4621-90a8-0f944eb7840c,SkillInfo,Deals *0 lightning damage within 3 hexes of the caster. 
LTN_2_A3_Twister,8ef72136-d60a-404f-bfdc-2f395c35c813,SkillInfo,Summons a raging tempest that deals *0 lightning damage in a line.  Targets hit are {STA=Crippled} for 2 turns.
LTN_2_A4_Enchant Weapon Lightning,b7c19599-bcef-47c9-b32e-4b558778fe31,SkillInfo,Enchants the target's weapon to add *0 lightning damage to attacks. 
LTN_2_P1_Storm Weathered II,3e72ffd3-ed92-4010-bffb-cb09601b724f,SkillInfo,Increase all @elemental resistances@ by an additional 8%.
LTN_2_P2_Stormbringer II,dbf885d4-cf92-4eee-bfa2-62612db6ea24,SkillInfo,Increases @critical hit chance@ by an additional 8%.
LTN_2_P3_Gathering Storm,74b9fdfb-985b-4df8-a179-f759c2750baa,SkillInfo,Increases @maximum mana@ by 20%.
LTN_3_A2_Thunder Bolt,c051afe8-be0a-4885-a517-b99544629123,SkillInfo,Summon lightning from the sky to strike an area dealing *0 lightning damage. 
LTN_3_A3_Teleport Other,e8d3e3c9-e79a-4c09-9fce-c86dc1da3e21,SkillInfo,Teleports the target to the location of your choosing in a flash of lightning.  Unaffected by increased range modifiers.
LTN_3_A4_Aura of Lightning,df7e0633-bc4d-48e6-ae0b-2e125f1625a7,SkillInfo,Each time an action is made by an enemy within the aura they suffer *0 lightning damage. 
LTN_3_P1_Storm Brewing,390fc09a-5649-4ab9-9a0d-1b6ac1390c69,SkillInfo,Each stack of @shocked@ you've applied increases your @critical hit chance@ by 1%.
LTN_3_P2_Energy Shield,f61e81b2-a830-4eb3-8ab9-2fe1fd39ab7c,SkillInfo,90% of the damage taken is lost in mana instead of health.
LTN_4_A1_Thunder Storm,57c6b493-41d3-4b00-95fb-62f7216fee80,SkillInfo,Summon a thunderstorm over a large area that deals *0 lightning damage every turn to enemies within it's range.
LTN_4_A2_Shocking Shackles,db92c83a-5dc8-4b43-af4f-c5ba78a97228,SkillInfo,Deals *0 lightning damage.  Applies {STA=Stunned}.
LTN_4_A3_Overload,6ec59444-b577-4b9c-95d3-f559ede7d97b,SkillInfo,Gives the target 100% Critical Hit Chance for 1 turn. 
LTN_4_A4_Static Field,52654feb-9133-4228-a511-562bf4722ee8,SkillInfo,Averages all the current health percentages of targets within 3 hexes and redistributes them to be even. 
LTN_4_P1_Heavy Rains,3325d5e1-03e6-4e84-b763-fd843d694b87,SkillInfo,Each point of @intelligence@ now grants .1% @critical hit chance@ and 1% @critical hit damage@.
LTN_4_P2_Recharge,9ea6ac03-3597-4b5c-aa0d-a461c4c33bf8,SkillInfo,"You have a 33% chance to completely refund the mana cost spent while using abilities. When mana is refunded this way, a random ability will have its cooldown lowered by 1."
LTN_5_A1_Thunder Wrath,89425965-a9af-443d-b1d0-d91580123be4,SkillInfo,Summons 4 thunder bolts targeting enemies at random within a 10 hex radius.  Each bolt deals *0 lightning damage to foes within 3 hexes of its blast.
LTN_5_A2_Energy Cannon,2c65aec7-7a9b-429d-8545-f1d8e4a5823f,SkillInfo,Deals *0 lightning damage in a 6 hex line 10 times.
LTN_5_P1_Conduit,d878dd1f-6337-4de2-aa82-5c851ef2ac22,SkillInfo,Gain an additional action each turn.
LTN_5_P2_Thunder Struck,f802b4ff-21ab-4673-a60d-32df4f8f3579,SkillInfo,Your lightning damage has a 10% chance to conjure a thunderbolt on a random enemy dealing *0 lightning damage within 2 hexes of its blast.
MNK_1_A1_Front Kick,6b4b2cdf-dcc2-48f9-bcb9-5c8ce58acb2b,SkillInfo,Kicks the target dealing *0 physical damage and knocking the target back up to 3 hexes.   Any enemy hit by the target also receives *0 damage.
MNK_1_A2_Incapacitate,6f3e373d-b514-49cb-b4b2-ba600b14b16e,SkillInfo,Incapacitates the target applying {STA=Sleep} for 2 turns.
MNK_1_A3_Chi Strike,1b530dbe-2bf5-4b6c-bd54-f70b895eeb28,SkillInfo,Strike an enemy dealing *0 weapon damage.  Reduces the targets damage dealt by 20% for 1 turn.
MNK_1_P1_Momentum I,20f54fae-a773-4a20-8854-02deaa605f0c,SkillInfo,Each hex moved grants a stack of Momentum increasing the damage or healing of your next ability by 2%.
MNK_1_P2_Contemplation I,82c200b1-d500-46f0-8a6f-2f5ae93928e6,SkillInfo,Max Mana increased by 10%.
MNK_1_P3_Masochism I,55172890-cfb6-41ea-b69b-4f8c4e72ca41,SkillInfo,Gain a stack of Masochism each time you take damage. Each stack increases the damage/healing you deal by 2%. Lasts 1 turn. 
MNK_1_P4_Endurance I,b4721d01-d578-47fe-bea9-39b75c11c322,SkillInfo,Max Health increased by 10%.
MNK_2_A1_Stunning Kick,57362923-3f2b-474e-a693-32bb4394c9c9,SkillInfo,Kicks the target dealing *0 physical damage and stunning them for 1 turn.
MNK_2_A2_Force Kick,26b56150-2f67-4359-a6d2-3fe0a6cd2a5b,SkillInfo,Kicks the target dealing *0 physical damage and knocking the target back up to 5 hexes.   Any enemy hit by the target also receives *0 physical damage.
MNK_2_A3_Paralyzing Strike,cddc924f-d7e9-496e-b251-6b1f287b73e6,SkillInfo,Strike an enemy dealing *0 weapon damage.  Stuns the target for 1 turn.
MNK_2_A4_Focused Strike,eedc261a-8bc6-48f8-91b2-e1e0587b022e,SkillInfo,Strike an enemy dealing *0 weapon damage. Applies a debuff that increases the damage this target takes from all sources for 2 turns by 20%.
MNK_2_A5_Pain Suppression,375f6111-c59d-4c26-8459-1b4b36cbb062,SkillInfo,The target's Damage Reduction is increased by 50% for 1 turn.
MNK_2_P1_Momentum II,e4b667c5-247f-437c-8dc0-a0cb6947d0ee,SkillInfo,Each hex moved grants a stack of Momentum increasing the damage or healing of your next ability by an additional 3%. 
MNK_2_P2_Contemplation II,3c48cbdf-dc3e-4bd8-a9ee-d72ca3ffaeab,SkillInfo,Max Mana increased by an additional 15%.
MNK_2_P3_Masochism II,851b4849-5624-4847-b9f3-0a6e014b5513,SkillInfo,Gain a stack of Masochism each time you take damage. Each stack increases the damage/healing you deal by an additional 3%. Lasts 1 turn. 
MNK_2_P4_Endurance II,7d586ac4-62ee-4e66-9509-9db6bbbb67fc,SkillInfo,Max Health increased by an additional 15%.
MNK_3_A1_Dashing Strikes,1bad1d3d-5f99-498c-a838-6b1a4ac75719,SkillInfo,Dash to an enemy dealing *0 weapon damage then quickly dash to an enemy within 2 hexes to strike again. Strikes up to 4 times.
MNK_3_A2_Falcon Dash,45907c14-9772-4d47-b019-d50bb9e6425d,SkillInfo,Dash to the target area and dealing *0 weapon damage to affected area.
MNK_3_A3_Meditation,5e3fd063-311f-4e7b-9723-2fcc0c43d1e3,SkillInfo,Put the target ally into a meditative state restoring 20% of max health and mana. 
MNK_3_A4_Sweeping Kick,be4f4d5a-599b-464c-b37b-d70907820b52,SkillInfo,Deal *0 physical damage to all enemies within 1 hex. Knocks back all enemies up to 3 hexes. Targets are crippled for 1 turn. 
MNK_3_P1_Combo Breaker,9f5758b4-7511-4326-a426-0b531cceadc4,SkillInfo,Basic attacks grant Combo Breaker. Combo Breaker gives your next non basic attack ability 10% damage and healing per stack. Stacks are consumed on use. 
MNK_3_P2_Body and Soul,184c8456-b735-4b54-99d7-783ce74bec61,SkillInfo,Intelligence now gives 5 Magic Armor per point and Vitality now gives 5 Armor per point.
MNK_3_P3_Willpower,783f7e26-6d2d-4597-af72-c5f41ce6f0df,SkillInfo,Every 10% of your max health you are missing increases damage reduction by 4%.
MNK_3_P4_Weapon of Choice,b535409e-d753-41a2-9743-2a427c07f376,SkillInfo,"3% of your total attribute value is added to your character as @Additional Weapon Damage@. 

Current Bonus: [0]"
MNK_4_A1_Soul Cleanse,753ecaa8-bcba-40de-a44c-df7ca092b772,SkillInfo,Removes all negative status effects from target ally. Each status effect removed heals the target for 10% of their max health.   Can be used when Disabled.
MNK_4_A2_Cyclone Kick,05899704-90a5-4b06-b141-5fb7b10c02b6,SkillInfo,Deals *0 physical damage. Pulls enemies within 4 hexes towards you. Targets are crippled for 1 turn. 
MNK_4_A3_Power Strikes,4409fec4-696a-48f2-ba64-5305247c2f6c,SkillInfo,Dash to an enemy dealing *0 weapon damage then quickly dash to an enemy within 2 hexes to strike again. Strikes up to 4 times.  Each time you hit increases the damage of Power Strikes by 50%.
MNK_4_A4_Dodging Strikes,df3b62f7-9e84-44e1-bc3f-10e9763bdcda,SkillInfo,Dash to an enemy dealing *0 weapon damage then quickly dash to an enemy within 2 hexes to strike again. Strikes up to 4 times.  Each time you strike a target it increases your dodge chance by 8%.  Lasts 2 turns. 
MNK_4_P1_Strength,72730fff-2170-46e2-9a5a-3c26c1baee98,SkillInfo,Increases @Might@ and @Vitality@ by 15%.
MNK_4_P2_Speed,3466e4e5-7649-496f-a795-850aecb1a284,SkillInfo,Increases @Dexterity@ and @Reflex@ by 15%.
MNK_4_P3_Crash and Flow,4a59faf8-462f-4fc1-a42e-e66fcc79739c,SkillInfo,Dodging an attack increases your damage dealt by 10%. Stacks 5. Lasts 1 turn.
MNK_5_A1_Many Sided Strike,e34d2162-c2e9-4485-8b76-527674a43ef6,SkillInfo,Hit enemies in the target area 5x randomly.  Deals *0 weapon damage per hit. 
MNK_5_A2_Quaking Fist,37dc1b4a-82d1-41d0-91b5-b8768ec8c308,SkillInfo,Deals *0 physical damage to all foes within 3 hexes. 
MNK_5_P1_Perfected Soul,b6cb4d22-fa91-4b17-8c69-fdd47bed405f,SkillInfo,"Increases all attributes by [0]. In addition, 10% of your highest attribute value is added to all other attributes.

Current Bonus: [1]"
MNK_5_P2_One Punch Monk,1e089acc-84fc-4d8f-8432-915e5daa7d9d,SkillInfo,"The first damaging or healing ability you use on your turn it is has its effectiveness tripled, after which you are unable use any more damaging or healing abilities that turn."
Molten Matron - Summon Scorplings,0c63ecaa-492b-475e-bee8-fe5415492379,SkillInfo,Summon a Skeletal Lackey to fight by your side.
Molten Sting,3c7a0115-ce0f-4dea-9164-fc88399846e4,SkillInfo,Kicks the target dealing *0 damage and stunning them for 1 turn.
Momentum III,052f0412-6bfa-4e2e-b531-c2b1445d86e0,SkillInfo,Each hex moved grants a stack of Momentum increasing the damage or healing of your next ability by an additional 5%. 
Move Object,8549bc76-2b0e-4f55-9779-e17defc5e559,SkillInfo,Transport a movable object in the battlefield.
Nature Summoning II,4b32af59-5514-4863-972c-6586bce62f71,SkillInfo,Summons .
NAT_1_A1_Nature Summoning I,7bf06d05-ce54-4bf5-bf4d-35da956d3bba,SkillInfo,"Summons a Raven, Coyote, or Raccoon to fight for you."
NAT_1_A1_Nature Summoning I  [Pack Summoning],307e3f9b-cd71-4ec1-88da-c0f84c759074,SkillInfo,Summons a Timber Wolf to fight for you
NAT_1_A2_Entangle,5a4f990a-3e8d-43cd-8186-b04b10d2154a,SkillInfo,Deals [0] physical damage and applies {STA=Immobilized} for 1 turn and @2@ stacks of {STA=Poisoned}.
NAT_1_A3_Faerie Swarm,218b2d73-387b-41f1-b791-4079d4316fea,SkillInfo,Faeries swarm the target clawing and biting for *0 physical damage and applying 1 stack of {STA=Bleeding}  each turn.
NAT_1_A4_Brambles,5e4dbe13-58ca-4ee5-bba5-78041c8fe660,SkillInfo,Summon brambles to block 4 hexes. Attackers will take physical damage when striking the brambles. Lasts 4 turns.
NAT_1_P1_Pack Hunter I,da33e5e2-4c72-4806-b2c4-ffe57755933d,SkillInfo,For every ally within 1 hex of you gain 8% @increased Damage@.
NAT_1_P2_Adaptation I,267937da-0635-4d70-af98-21e3cbd27499,SkillInfo,Gain a 6% resistance to the last type of damage taken.
NAT_1_P3_Beast Master I,6c4546b0-f8a6-406a-9475-179ac57153e5,SkillInfo,Summons deal 10% more damage and have 10% more health. 
NAT_1_P3_Thorns I,a9ecc771-d9ee-4dad-9cf9-310d8eccb1b9,SkillInfo,Grants [0] Return Physical Damage.
NAT_2_A1_Venomous Skin,1e0cfa0e-bad0-4f36-bf17-0768c76478e3,SkillInfo,Causes the skin of a target ally to secrete poison. Attacking enemies receive 3 stacks of {STA=Poisoned}. Lasts 3 turns.
NAT_2_A2_Living Armor,1d723539-3738-422b-b5cf-7193a0878418,SkillInfo,Envelopes the target in living vines that increase @armor@ and @magic armor@ by [0] and causes the target to regenerate *0 @health@ each turn.
NAT_2_A4_The Bad Bloom,908596ba-d2f0-486c-8974-bb648d9d7f2e,SkillInfo,Creates a magic flower that applies 2 stacks of {STA=Poisoned} per turn to enemies in range.
NAT_2_P1_Pack Hunter II,ab4cf5ab-6924-4cda-ab47-93735e785c77,SkillInfo,For every ally within 1 hex of you gain an additional 12% @increased Damage@.
NAT_2_P2_Adaptation II,842ef055-44d4-4138-9b0b-48b8c1533b7d,SkillInfo,Gain an additional 9% resistance to the last type of damage taken.
NAT_2_P3_Beast Master II,e7bbab62-2417-45c7-8092-f8c66224c48b,SkillInfo,Summons deal an additional 15% more damage and have an additional 15% more health. 
NAT_2_P3_Thorns II,9beb543c-26f0-4d7b-b460-446e6b313fad,SkillInfo,Grants an additional [0] Return Physical Damage.
NAT_3_A1_Nature Summoning II,116424f8-8a0e-409e-aeac-9a8312023a40,SkillInfo,"Summons a Stag, Wolf, or Boar to fight for you."
NAT_3_A1_Nature Summoning II [Pack Summoning],fa759183-6200-4e4d-b8c0-943ff4653f69,SkillInfo,Summons a Tundra Wolf to fight for you.
NAT_3_A1_Stun Spores,e1f5f37a-b0ef-4927-8de9-75fbc6bf3ff3,SkillInfo,Infects enemies with Stunning Spores applying {STA=Stun} for 1 turns.
NAT_3_A3_Shapeshift Werewolf,2f245847-7abb-48d2-b66f-d6767ea45c45,SkillInfo,Shapeshift into a @Werewolf@. Empowers your basic attack and gain new abilities. Increases @Max Health@ by 10%.
NAT_3_A4_The Good Bloom,27ad00f4-b115-4779-83e0-85781933df47,SkillInfo,Creates a magic blossom that regenerates [0] of @health@ and @mana@ per turn. This effect stacks. 
NAT_3_P1_Bristles,224c1d93-c089-45b8-94f8-6d5e5b5fa11e,SkillInfo,Summons gain 50% of your return damage.
NAT_3_P2_Contagion,f1f19d21-64b5-4e2a-80f9-3e7a29525945,SkillInfo,Your poison damage spreads to enemy targets within 1 hex of the poisoned enemy.
NAT_3_P3_Skin Walker,fd4cfa68-ad42-4f5b-9231-73f7ae16a806,SkillInfo,Reduces the cooldown of Shapeshifting skills by 2.
NAT_4_A1_Mass Entangle,2112128e-960f-4661-aebb-a50dc4d7760c,SkillInfo,Deals [0] physical damage and applies {STA=Immobilized} for 1 turn and @3@ stacks of {STA=Poisoned}.
NAT_4_A1_Rage Spores,b61ec73e-7b98-4e01-813b-a2367bb97857,SkillInfo,Infects enemies and allies with Rage Spores that increase @damage dealt@ and reduce @damage reduction@ by 25% for 2 turns.
NAT_4_A1_Sleep Spores,0e87e9e4-69a1-4ef4-84d8-e42a2af3017b,SkillInfo,Infects enemies with Sleep Spores applying {STA=Sleep} for 2 turns.
NAT_4_A4_Rainstorm,b34e04df-711b-4303-8add-54f513cc1b72,SkillInfo,Calls down a magical rain that increases potency of Mana using abilities by 50% for allies within the area. Lasts 2 turns.
NAT_4_P1_Circle of Life,d2b61bb2-f017-4234-bf38-b67d20e7bbbc,SkillInfo,"When an enemy dies, you have a 50% chance to spawn a Good Bloom or Bad Bloom."
NAT_4_P2_Natural Selection,b6624501-e38b-461c-8180-5522f2e49f30,SkillInfo,When an Ally or an Enemy dies gain 5% of your max Health and Mana.
NAT_4_P3_Call of the Wild,6161d951-49a1-485f-9e07-6fb3ea723f00,SkillInfo,Summoning skill cooldowns reduced by 1.
NAT_5_A1_Nature Summoning III,3096d08b-a4d2-4954-8930-c202fa3b0699,SkillInfo,"Summons a Bear, Moose, or Panther to fight for you."
NAT_5_A1_Nature Summoning III  [Pack Summoning],ab8d11da-31e3-4cc9-a4d1-ce5f5e695afa,SkillInfo,Summons a Dire Wolf to fight for you.
NAT_5_A3_Mind Blossom,45041cfc-d8ba-4c87-8b9b-7ee36daab732,SkillInfo,Charm the enemy target for 1 turn.  Cannot target bosses.
NAT_5_A3_Shapeshift Dragonkin,2446d269-e869-4479-b35e-c93d58a09386,SkillInfo,"Gain the ability to shapeshift into a powerful elemental @Dragonkin@. Empowers basic attack, grants new abilities, and resistance based on the color you choose. Increases @Armor@ by [0]."
NAT_5_A3_Shapeshift Greater Werewolf,b2d332e5-4980-4a00-af0c-3958e4e22ca3,SkillInfo,Shapeshift into a @Dire Werewolf@. Basic attack and abilities are further empowered. Increases @Max Health@ by 20%.
NAT_5_A4_Titan Bloom,ea930abb-1071-4f58-b667-1bde3627c5d0,SkillInfo,Creates a magic mushroom that increases the @Max Health@ and @Damage@ of allies within its aura by [0]%. Stacks up to 5 times.
NAT_5_P1_Ecosystem,729b89f8-f570-4da4-8623-896bd677f02d,SkillInfo,"Every summon active increases the @Max Life@, @Damage@ and @Healing@ of you and your summons by 5%."
NAT_5_P2_Evolution,8554865a-c039-43b9-8cc4-877d4cb1a4b2,SkillInfo,Getting hit increases max health by 5% stacking 10x. Hitting increases damage by 5% stacking 10x. Only one of the buffs can be active at a time.
Necronomicon,520b1140-b677-4d93-9a73-32befab884b8,SkillInfo,Read from the cursed Necronomicon. Summons 3 Warriors of the Undead to fight for you.
Necronomicon Death,1c6cc2a9-0f7e-44d0-bb6a-0e02d3e88155,SkillInfo,Devour the life force of all enemies within 2 hexes dealing [0] Shadow Damage and reducing 20% of enemy @Maximum Health@ for each enemy effected.
Paralyzing Sting,ef57371c-316e-454e-a15f-cc67f0391a19,SkillInfo,Kicks the target dealing *0 damage and stunning them for 1 turn.
Perfect Rage,56886cce-48f8-4a0c-9b3c-e148c07b8fba,SkillInfo,Lose control of your character for 2 turns. Increases damage by [0]%. Grants enrage.
Petrify,5963eb40-a024-4d26-835c-4d2d9881b166,SkillInfo,Petrifies the target stunning them for 2 turns and increasing their Damage Taken by 100%. Lasts 2 turns or until they take damage. 
Poison Bolt,21057f9e-2492-497c-adab-fb0314757b38,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
Raise Iron Golem,ee512cf8-e555-480b-ba29-10f5d837ce31,SkillInfo,Raise a Mighty Iron Golem to fight for you.
Raise Servant of Abaddon,8e3fc883-c317-495a-ab69-9fa412356c10,SkillInfo,Summon a Servant of Abaddon.
RNG_1_A1_Rally,48ff5e95-e3c3-486f-9fc6-4994863a4316,SkillInfo,Increases movement of all allies within 4 hexes by 3.
RNG_1_A2_Companion Raven (Legacy),9548b4e1-395d-4f23-aff7-1ec02baedc2b,SkillInfo,Summon a Raven to fight your enemies. 
RNG_1_A2_Tranquilizing Shot,1222b5d5-eec6-4f95-813a-378eac88409d,SkillInfo,Tranquilizes the target applying {STA=Sleep} for 2 turns.
