"Name","GUID","Type"
"Enemy_Poison Thorns","ab31b2d3-c7fc-40f8-ac12-57e5a9a92f60","SkillInfo"
"Enemy_Poison Vines","ebfc1ebd-ad8e-427a-92b4-8cb53109912a","SkillInfo"
"Enemy_Rage of the Dwarf King","cc51659e-13f6-4fc0-bef4-9039afc8dd0b","SkillInfo"
"Enemy_Rampage","7482d0c2-c135-4eac-8093-f2fa905f9774","SkillInfo"
"Enemy_SHD_Blood Frenzy","fc48cd99-fadb-43c4-98ee-1257b86bb01c","SkillInfo"
"Enemy_SHD_Bone Explosion","ee696d5f-0cca-4f7e-a963-850112b48b56","SkillInfo"
"Enemy_SHD_Energy Drain","28d912ed-a0a3-46f0-9fb1-b6e47c2c15c3","SkillInfo"
"Enemy_SHD_Grave Slam","318b4735-3421-4859-8a17-633903769823","SkillInfo"
"Enemy_SHD_Poison Cloud","78c03335-9a0e-45a8-ac57-f14636d98215","SkillInfo"
"Enemy_SHD_Poison Cloud Melee","b6ac1140-f2ed-463b-9bfa-669005e9773b","SkillInfo"
"Enemy_SHD_Raise Damned Fiend","f694f2c3-b50d-48f3-9420-2baef7b59f2a","SkillInfo"
"Enemy_SHD_Raise Mindless Skeleton","072c9434-b536-43b1-8f69-188de61e101b","SkillInfo"
"Enemy_SHD_Raise Skeletal Attendant","27088443-4986-4713-948d-63a5dc93c4a4","SkillInfo"
"Enemy_SHD_Raise Skeletal Conjuror","f7b8472a-73ba-43f1-9029-88cb3987a815","SkillInfo"
"Enemy_SHD_Raise Skeletal Henchman","c3fc8972-758a-486e-b017-791046a3d05f","SkillInfo"
"Enemy_SHD_Raise Skeletal Lackey","8332c788-9c64-45a9-a3b3-981b4de76f83","SkillInfo"
"Enemy_SHD_Raise Skeletal Minion","df6cf67e-4529-4611-9484-0f057ba88c1d","SkillInfo"
"Enemy_SHD_Raise Skeletal Servant","35ed1b27-e36b-4821-994c-fccfbc34f43c","SkillInfo"
"Enemy_SHD_Trouble Mind","547cd3ce-942a-43ea-b714-084362c786f6","SkillInfo"
"Enemy_Spore Cloud","7adbae91-d67b-4845-b17a-928e709f0c9f","SkillInfo"
"Enemy_Summon Boar","06dc1ea5-3258-48c2-981e-40350cc5f390","SkillInfo"
"Enemy_Summon Efreet - Heal","4f9354a1-ca24-42bc-9d95-e9a365f3b68e","SkillInfo"
"Enemy_Summon Efreet - Storm","5e62e2b7-b628-4125-8ac4-9e867eaddfaa","SkillInfo"
"Enemy_Summon Efreet - Summon","91a45682-15ff-4c66-9d6d-a3514f67e389","SkillInfo"
"Enemy_Summon Tundra Wolf","41ae570b-6733-4015-b400-59ec052c4be8","SkillInfo"
"Enemy_WAR_Cleave 1","fba6c3de-ea7d-43b8-b0e7-bace8fccdff2","SkillInfo"
"Enemy_WAR_Cleave 2","1969efab-7881-415b-8808-948d878075ae","SkillInfo"
"Enemy_WAR_Earth Spike","f148dd2c-f2ba-4151-b178-64109e0a953a","SkillInfo"
"Enemy_WAR_Ground Slam","522370b1-8846-45d1-8a76-fe2a31c0bdd2","SkillInfo"
"EnGarde","f31107ff-35dc-4dbf-bf88-486aa7f8e033","CharacterAttribute"
"EvasionCharges","5deb4d29-95e7-4cca-8010-d1395f79e096","CharacterVariableAttribute"
"ExecutionerValue","a32e3430-c6fe-44c7-bd48-65cfba9be301","CharacterVariableAttribute"
"Experience","5957843f-29c3-4e77-b057-3a835fc09575","CharacterAttribute"
"ExperienceForNextLevel","8c8834dd-2475-4fde-be38-3ef88057577a","CharacterAttribute"
"ExperienceMod","30eed485-8e3c-4b4a-a994-d337ac03a5e2","CharacterAttribute"
"Explosive Burning Ground","1fadf982-3c1f-48b2-af8c-654d7d6d5e1f","SkillInfo"
"ExtraBasicAttackChance","6123b596-817b-44ef-a166-7ef9873b2eae","CharacterAttribute"
"ExtraTurnActionPoints","ba6a7fb9-d3c1-439f-a591-a3ab302bcfa9","CharacterAttribute"
"Feared","9aa5986a-7bad-4b35-85cc-a17b3aceb592","CharacterAttribute"
"Fever","c17b3f1f-f576-4b9e-90b3-3faf7cbba56b","CharacterAttribute"
"FickleFlame","f816e89c-abff-4ba6-80a1-dbbe008d0b99","CharacterAttribute"
"FIRE_1_A1_Fire Shield","5b6ec9f3-e40d-48f9-84a5-f0b86982d366","SkillInfo"
"FIRE_1_A2_Fireblast","eb51277a-7757-4487-9840-c9f9a9a99f72","SkillInfo"
"FIRE_1_A3_Immolate","d17f236d-ce6e-4b1e-95a4-20bdc97e6b5f","SkillInfo"
"FIRE_1_P1_Burning Reach","5cbfa82e-8475-4390-aad9-f68e6c47ffb8","SkillInfo"
"FIRE_1_P2_Fire Borne","640b54a5-36af-417b-82b4-a221afab159f","SkillInfo"
"FIRE_1_P3_Hot Head I","126bb043-6548-4075-bca8-77e5f90fe992","SkillInfo"
"FIRE_2_A1_Cauterize","7f89aae2-820b-4ef5-9280-992d75eba7c6","SkillInfo"
"FIRE_2_A2_Fireball","bc0660c5-3a8c-48be-a437-880b2541871c","SkillInfo"
"FIRE_2_A3_Enchant Fire","3db67bff-d0ea-4430-ba72-ba1388f3b6c2","SkillInfo"
"FIRE_2_A4_Burning Ground","6f8d77e8-aec2-49ee-8656-864e4ed013ea","SkillInfo"
"FIRE_2_P1_FireStarter","6119e522-4697-4314-94dc-83253a2c9d87","SkillInfo"
"FIRE_2_P3_Hot Head II","72a6afb2-c7e6-4918-a1d3-4f08680e2b73","SkillInfo"
"FIRE_3_A1_Detonate","cfd7e41e-9bc9-4fd3-81ff-b7855d26b561","SkillInfo"
"FIRE_3_A2_Haste","48793549-36dc-4718-a714-6a49bd8ccba4","SkillInfo"
"FIRE_3_A3_Aura of Flame","8fae3562-a68f-4d52-bfbe-395f1a0c01c5","SkillInfo"
"FIRE_3_P1_Kindling","a7ed774f-59e7-4770-8c44-dd255f493e0b","SkillInfo"
"FIRE_3_P2_Fuel for the Flames I","4b4eb5be-2281-4942-a191-22f777e2042b","SkillInfo"
"FIRE_3_P3_Lasting Flame","659c3e1a-fe63-40cb-a26e-f81931d31e95","SkillInfo"
"FIRE_4_A1_Meteor","ec49bce6-5bcd-478d-acd3-d4fc2f3aae7b","SkillInfo"
"FIRE_4_A2_Overwhelming Power","e5e772c3-0f7f-4f5b-8e75-02249e7c182b","SkillInfo"
"FIRE_4_A3_Fissure","e9bd516a-3bf1-468a-ae2d-17d960b0daab","SkillInfo"
"FIRE_4_P1_Flash Fire","971efc39-f001-4564-b159-2584e105f04b","SkillInfo"
"FIRE_4_P2_Fuel for the Flames II","4ded356a-facc-4408-87b0-99b00cb2fcc5","SkillInfo"
"FIRE_4_P3_Fever","143a153b-af2f-4105-9936-f224dd9498d5","SkillInfo"
"FIRE_5_A1_Meteor Shower","b601e400-41c1-4c59-a801-9d9a6bb61ec8","SkillInfo"
"FIRE_5_A2_Mass Haste","2299b989-53f4-4ae3-add5-3f90e694ed7e","SkillInfo"
"FIRE_5_A3_Fire Storm","a59edd2b-ccde-4cf6-9603-3268cd137609","SkillInfo"
"FIRE_5_P1_Fickle Flame","3f0045d0-033b-4f98-ab04-819eda13e7d1","SkillInfo"
"FIRE_5_P1_Flame Lash","51751d00-c652-4a6a-8792-8b6baa755447","SkillInfo"
"FIRE_5_P2_Avatar of Flame","ac488fd4-a38f-4644-bb03-25c79513ae36","SkillInfo"
"FreeMovementPoints","bb7a16f0-cc57-4033-8686-24d4ca393fe8","CharacterVariableAttribute"
"Frostbite","29de73a8-097b-4fc9-a1ec-0e37aee0bd15","CharacterAttribute"
"GhostArmor","0a51b01f-2502-43d5-9ce9-5421b38db00e","CharacterAttribute"
"GhostArmorValue","010348d6-f063-408d-af40-6b9503212b69","CharacterVariableAttribute"
"GlanceAttacks","fa13f4e9-e6bd-4319-b2df-0d04a346b312","CharacterVariableAttribute"
"Gold","a5e48cda-0f20-405e-956d-457c08e1b965","CharacterAttribute"
"GoldMod","3f15295d-3ace-4395-8853-bc2552da7638","CharacterAttribute"
"Grievous Bite","c629b035-ae09-4fbe-b0a1-8a43469da2f9","SkillInfo"
"Grizzly_WAR_Ground Slam Stunning","381c3113-8240-49df-b656-781591c614c5","SkillInfo"
"HealingReceivedBonus","00d0691b-0ca5-4202-a8a5-26711891bcb6","CharacterAttribute"
"HealingReturned","3d7516c4-7bf0-46e8-ba95-8ecb9be6506f","CharacterAttribute"
"Health","487c42c8-8e93-4d2f-80d8-3663c5291d9f","CharacterVariableAttribute"
"HealthAsManaCost","2594f0ab-4d59-4999-af42-a9e9b21e195a","CharacterAttribute"
"HealthPerTurn","f88fa553-6666-4078-bd13-e933ef1a1eb3","CharacterAttribute"
"HealthPerTurnPercent","4d47be3d-ae03-4be5-a058-545f423a7a8c","CharacterAttribute"
"HeatDuplication","13e14638-10c9-409c-9a40-8582444fe1ea","CharacterAttribute"
"HeatDurationMod","32b46267-46ac-4e4e-af16-92c9d221dbf6","CharacterAttribute"
"Hidden","e21da624-ae3d-4b89-9120-616aff0a2444","CharacterAttribute"
"HighestStat","c5b994ae-f52d-409e-bb8f-66354c89cfc8","CharacterAttribute"
"Icefall","2520171b-dac6-40c7-a7e1-554f3df43957","CharacterAttribute"
"IgnoreDamageChance","af857653-8168-4246-a10e-0cdb5f96ff70","CharacterAttribute"
"ImmunityAllStatuses","f04c19f3-f6cc-48ff-b9c5-8f0b6e63d572","CharacterAttribute"
"ImmunityBleeding","46c0a97c-d228-484b-8806-53498229f9dd","CharacterAttribute"
"ImmunityBlind","0b3bd4f4-7d92-43d8-b9a0-0706b32d2153","CharacterAttribute"
"ImmunityChilled","4afef916-048d-4bea-ba32-39c8ce511ef8","CharacterAttribute"
"ImmunityChilledEffect","8268ec14-69ee-4515-b7ef-c5cabf50de4c","CharacterAttribute"
"ImmunityCrippled","9f8ab263-7e6b-4d8c-b3cd-70587972f58c","CharacterAttribute"
"ImmunityDisabled","d680e3b4-a705-4f33-8389-c46cb8fdf0d6","CharacterAttribute"
"ImmunityFrozen","5d9433d2-7e61-41ae-b5bd-488564d387bb","CharacterAttribute"
"ImmunityHeat","2ac8b10e-7fb7-41cb-821c-c0a08d8d3733","CharacterAttribute"
"ImmunityKnockback","a879db82-83f2-43d7-947d-dd12c63f25ba","CharacterAttribute"
"ImmunityMovementImpairing","cf8e7cc3-bf89-4ad7-b946-8911e10da883","CharacterAttribute"
"ImmunityPoisoned","c0ef56d1-1870-4166-b62c-be4c3f029baf","CharacterAttribute"
"ImmunityRooted","91376505-9c77-4b0d-85b9-c82dc9d19dab","CharacterAttribute"
"ImmunityShocked","428f674b-e7ef-47d1-b777-ef2751831a6f","CharacterAttribute"
"ImmunitySlow","4e85bf55-2ea3-46b7-8c95-a9f5c670c5ed","CharacterAttribute"
"ImmunityStunned","b2656ad7-7487-42f1-a57d-2fce662de8b8","CharacterAttribute"
"IncreasedFireDamagePerTargetHeatStack","d4c6883e-e157-4bd0-b7cf-1824b95a67ab","CharacterAttribute"
"Intelligence","7264dcb4-e60e-490a-8a1f-4875561a560a","CharacterAttribute"
"IntelligenceBase","aeba5152-14a9-42ca-b90b-26eafd7a4a04","CharacterAttribute"
"Invincible","143dc7f8-8f3c-4f4a-ae81-514d596cef9d","CharacterAttribute"
"InvulnerableWinter","4055c591-5f21-41e9-a5d0-203ac4562e4b","CharacterAttribute"
"LastActionCost","2a75496a-a194-49d0-9adb-725081691ed3","CharacterVariableAttribute"
"LastDamageType","ec7f1ae4-6a00-497d-8b02-1192973c4465","CharacterVariableAttribute"
"LastDamageTypeTargetMod","3c0a6081-6669-4eef-ae4b-b131c6eaa341","CharacterAttribute"
"Level","e9a7761e-977f-41c8-8d8e-d9ac3c86c068","CharacterAttribute"
"LGT_1_A2_Regenerate","f7786340-63ea-4097-8a48-8823ce02cba9","SkillInfo"
"LGT_1_A3_Elemental Protection","9f51dcd4-f90f-4c4c-b9f7-414e7fcd8ea7","SkillInfo"
"LGT_1_P1_Blessed By Light I","f3d22122-6b74-4eb0-8df4-4b6354dcd69e","SkillInfo"
"LGT_1_P2_Empowered Light I","6734cfa8-5699-4014-a4d7-7ae2b359d1e8","SkillInfo"
"LGT_2_A1_Bless","2582ea06-e53a-49f0-95e5-81b8d48ec8d1","SkillInfo"
"LGT_2_A2_Shield of Light","0a32ea87-3aa6-4bfa-86f8-da39a5b3aafd","SkillInfo"
"LGT_2_A3_Blinding Light","bed3679a-0022-447f-9a02-91335a600adc","SkillInfo"
"LGT_2_A4_Seal of Protection","8613b019-bdc8-49ce-9ea3-3fb373bda1de","SkillInfo"
"LGT_2_P1_Blessed By Light II","4318fd54-4e40-4bda-a310-3f6d2d664422","SkillInfo"
"LGT_2_P2_Empowered Light II","83ce3706-dea3-404f-9648-3b43b4ff4737","SkillInfo"
"LGT_2_P3_Glory","c3258fdc-4979-49ba-9209-660144b2425d","SkillInfo"
"LGT_2_P4_Kindred Spirit","3fc3a3ec-1bf0-41dc-a85f-d470c64edb69","SkillInfo"
"LGT_3_A1_Light's Beckon","ac37ac7a-4f2d-4eb5-9586-7639777c8359","SkillInfo"
"LGT_3_A2_Mass Cure","9cb9aac5-3cc5-4765-a967-11f5720e549f","SkillInfo"
"LGT_3_A3_Purify","cc749d60-f5c3-4ea3-9a3a-bbfa95625fde","SkillInfo"
"LGT_3_A4_Seal of Might","a34a88a4-d845-4c9c-b739-6e2be540458b","SkillInfo"
"LGT_3_P1_Light's Endurance","2bd96744-e934-4891-a4e0-cffb1f08f359","SkillInfo"
"LGT_3_P2_Light's Strength","b22fceef-4110-46ee-a9d2-12e9dd9f8d82","SkillInfo"
"LGT_3_P3_Light's Brilliance","6794f244-500f-48b8-8cad-ea53e9a69c9f","SkillInfo"
"LGT_3_P4_Light's Celerity","646f7772-2741-4b68-ba82-96b32490b640","SkillInfo"
"LGT_3_P4_Light's Intuition","3a2db55c-1c97-40ea-bc24-8537cd1fbd6d","SkillInfo"
"LGT_4_A1_Divine Intervention","a449e351-7941-451a-9278-c4aec2cfe660","SkillInfo"
"LGT_4_A2_Holy Ground","cc22f3c2-435d-41ce-8deb-882fdcf513f0","SkillInfo"
"LGT_4_A3_Shield of Retribution","4edbe07a-c899-4f5f-aed8-0417926f03bf","SkillInfo"
"LGT_4_P1_Lingering Light","578d3c0a-5eda-4b9f-9931-043decd33a17","SkillInfo"
"LGT_4_P2_Quickening","9732b23a-50aa-471c-8495-729c6a9667be","SkillInfo"
"LGT_4_P3_The Good Doctor","803ae361-6d63-423f-bb21-42b833363960","SkillInfo"
"LGT_5_A1_Ascendancy","75ed1c62-f8d7-426d-b063-494aeebbeed5","SkillInfo"
"LGT_5_A2_Seal of Salvation","cb513d38-5c32-4055-9ebd-e141ebb8dce4","SkillInfo"
"LGT_5_P1_Redemption","c7d0e84a-86a7-44e6-bb4f-89352e602393","SkillInfo"
"LGT_5_P2_Salvation","19a44fd6-8b15-43b4-8000-399e10653e3e","SkillInfo"
"LGT_5_P3_Wrath of the  Righteous","3c3533f9-21cf-46c9-957d-c6b957b7716e","SkillInfo"
"LichLord","4f4d1fb4-3c58-4ae9-b935-6055a1409365","CharacterAttribute"
"LifeOnHit","d682fc79-b4e1-454c-951f-0597729b5729","CharacterAttribute"
"LifeOnHitBasic","5c714c6a-6901-49ab-bf1a-467e4b46eefd","CharacterAttribute"
"LifeOnHitTarget","f237b85f-7d67-49cb-9e8e-2c9acbb05bc7","CharacterAttribute"
"LifeSteal","79898f9f-c792-4fdd-8fdd-2fd6fbbe4b0f","CharacterAttribute"
"LifeStealBasic","9bbb6d26-e403-44b7-9a28-df964bd4464d","CharacterAttribute"
"LifeStealChaos","21461235-f76c-405a-9f4c-f4b45238b15d","CharacterAttribute"
"LifeStealCold","3a7c8220-41c3-412f-9ba8-cbebb8921dd2","CharacterAttribute"
"LifeStealFire","cf30a412-db72-41cb-90ea-fb2da4ee3863","CharacterAttribute"
"LifeStealLight","412e566c-f600-4741-9e1a-55d13393a950","CharacterAttribute"
"LifeStealLightning","c31fd929-eb5c-467d-b535-9b8bc0a2a206","CharacterAttribute"
"LifeStealMod","5ae2e46b-8d21-4057-8c7c-874095ed918d","CharacterAttribute"
"LifeStealMonk","8b09ac1d-7d67-4180-90d3-a383ee28f2a6","CharacterAttribute"
"LifeStealNature","7ed4b60c-30a8-480b-9b24-1fb08a844e37","CharacterAttribute"
"LifeStealRanger","9c770eaa-0702-4d2c-a476-2d8785f28ad0","CharacterAttribute"
"LifeStealShadow","a38371c0-61dd-4c60-9a97-1ecf54c8eb62","CharacterAttribute"
"LifeStealThief","ef498808-2152-452f-b7f6-3ce8fd1fb66b","CharacterAttribute"
"LifeStealWarrior","a586995e-a333-4272-81fa-685754bedc37","CharacterAttribute"
"LightningStrikesTwice","8b3db95a-fe20-4105-82e0-ce89602276c5","CharacterAttribute"
"LTN_1_A1_Dazzling Darts","165880b6-4e75-493b-94d7-31cf5936d79b","SkillInfo"
"LTN_1_A2_Shock","122d020e-36ff-459e-a059-09079496fc22","SkillInfo"
"LTN_1_A3_Lightning Shield","a13c0d5e-20de-47e7-b52d-4432ff174efe","SkillInfo"
"LTN_1_P1_Storm Weathered I","af8a7171-de29-4cd5-bbed-6e0ce14f9c39","SkillInfo"
"LTN_1_P2_Stormbringer I","e70f397a-e1b1-432b-89ed-7598800886b5","SkillInfo"
"LTN_1_P3_Thunder Borne","923e5c13-7549-48c5-a3bf-dfb5bf59b4b3","SkillInfo"
"LTN_2_A1_Teleport Self","383537a6-d8c2-43b5-bce1-21ceb372f558","SkillInfo"
"LTN_2_A2_Discharge","387f28b4-84e5-4621-90a8-0f944eb7840c","SkillInfo"
"LTN_2_A3_Twister","8ef72136-d60a-404f-bfdc-2f395c35c813","SkillInfo"
"LTN_2_A4_Enchant Weapon Lightning","b7c19599-bcef-47c9-b32e-4b558778fe31","SkillInfo"
"LTN_2_P1_Storm Weathered II","3e72ffd3-ed92-4010-bffb-cb09601b724f","SkillInfo"
"LTN_2_P2_Stormbringer II","dbf885d4-cf92-4eee-bfa2-62612db6ea24","SkillInfo"
"LTN_2_P3_Gathering Storm","74b9fdfb-985b-4df8-a179-f759c2750baa","SkillInfo"
"LTN_3_A2_Thunder Bolt","c051afe8-be0a-4885-a517-b99544629123","SkillInfo"
"LTN_3_A3_Teleport Other","e8d3e3c9-e79a-4c09-9fce-c86dc1da3e21","SkillInfo"
"LTN_3_A4_Aura of Lightning","df7e0633-bc4d-48e6-ae0b-2e125f1625a7","SkillInfo"
"LTN_3_P1_Storm Brewing","390fc09a-5649-4ab9-9a0d-1b6ac1390c69","SkillInfo"
"LTN_3_P2_Energy Shield","f61e81b2-a830-4eb3-8ab9-2fe1fd39ab7c","SkillInfo"
"LTN_4_A1_Thunder Storm","57c6b493-41d3-4b00-95fb-62f7216fee80","SkillInfo"
"LTN_4_A2_Shocking Shackles","db92c83a-5dc8-4b43-af4f-c5ba78a97228","SkillInfo"
"LTN_4_A3_Overload","6ec59444-b577-4b9c-95d3-f559ede7d97b","SkillInfo"
"LTN_4_A4_Static Field","52654feb-9133-4228-a511-562bf4722ee8","SkillInfo"
"LTN_4_P1_Heavy Rains","3325d5e1-03e6-4e84-b763-fd843d694b87","SkillInfo"
"LTN_4_P2_Recharge","9ea6ac03-3597-4b5c-aa0d-a461c4c33bf8","SkillInfo"
"LTN_5_A1_Thunder Wrath","89425965-a9af-443d-b1d0-d91580123be4","SkillInfo"
"LTN_5_A2_Energy Cannon","2c65aec7-7a9b-429d-8545-f1d8e4a5823f","SkillInfo"
"LTN_5_P1_Conduit","d878dd1f-6337-4de2-aa82-5c851ef2ac22","SkillInfo"
"LTN_5_P2_Thunder Struck","f802b4ff-21ab-4673-a60d-32df4f8f3579","SkillInfo"
"MagicArmor","15189159-3ea4-49cd-bde2-7fb7803e12b7","CharacterAttribute"
"Mana","1f788ea1-a821-4aa9-887d-8740d0d1eb61","CharacterVariableAttribute"
"ManaCostMod","957d5d7b-3eec-47a5-9bd8-acd00e732d31","CharacterAttribute"
"ManaCostModLight","a2da942d-b1eb-42db-87c2-a679592428fc","CharacterAttribute"
"ManaOnHit","bb85765e-79b1-45c7-a247-9d82f458b7ed","CharacterAttribute"
"ManaPerTurn","f336721e-0ad9-4130-9b83-74abed735890","CharacterAttribute"
"ManaPerTurnPercent","77e8a364-27ae-42db-b2b2-0d8f52ccdeb9","CharacterAttribute"
"ManaPowerMod","2c933ba3-b83d-498a-9e07-bd90db1423e9","CharacterAttribute"
"ManaShield","4d4de381-6381-47bb-bc73-3b4eef363bcf","CharacterAttribute"
"ManaSteal","3c86bac2-07e1-41b3-9c43-df94265088cf","CharacterAttribute"
"ManaUnlimited","37ffa893-9d98-41f4-8921-cb2d2c8c2fdb","CharacterAttribute"
"MarkedPrey","57390983-0fa8-41ae-8ea9-8eeddcac3768","CharacterAttribute"
"MasterAssassin","7fe6aaa3-f7bc-41d0-8251-5a9fa7ff7ee2","CharacterAttribute"
"MasterOfIce","a95c66ee-05e2-44c0-85c7-e4729c6cdd48","CharacterAttribute"
"MasterOfIceCounter","3748fe9f-b8a7-4d5c-bfa2-1ed354dbf31d","CharacterVariableAttribute"
"MaxActionPoints","b7476cf7-dd65-4a77-8e54-755427f375ab","CharacterAttribute"
"MaxHealth","7cf6d077-5c65-4257-9193-6adf71c07e12","CharacterAttribute"
"MaxMana","36e6120b-2391-4722-ac54-2c17b942334c","CharacterAttribute"
"MaxResist","50a695bc-a760-4f7a-bbb2-681aec70a637","CharacterAttribute"
"Might","28d8cc15-ccb7-4591-8307-f3666f6c3e52","CharacterAttribute"
"MightBase","8e292abd-54a8-4696-b653-1b11ec6f757a","CharacterAttribute"
"MissChance","ca377816-808b-40fc-8886-92bc018ed24f","CharacterAttribute"
"MNK_1_A1_Front Kick","6b4b2cdf-dcc2-48f9-bcb9-5c8ce58acb2b","SkillInfo"
"MNK_1_A2_Incapacitate","6f3e373d-b514-49cb-b4b2-ba600b14b16e","SkillInfo"
"MNK_1_A3_Chi Strike","1b530dbe-2bf5-4b6c-bd54-f70b895eeb28","SkillInfo"
"MNK_1_P1_Momentum I","20f54fae-a773-4a20-8854-02deaa605f0c","SkillInfo"
"MNK_1_P2_Contemplation I","82c200b1-d500-46f0-8a6f-2f5ae93928e6","SkillInfo"
"MNK_1_P3_Masochism I","55172890-cfb6-41ea-b69b-4f8c4e72ca41","SkillInfo"
"MNK_1_P4_Endurance I","b4721d01-d578-47fe-bea9-39b75c11c322","SkillInfo"
"MNK_2_A1_Stunning Kick","57362923-3f2b-474e-a693-32bb4394c9c9","SkillInfo"
"MNK_2_A2_Force Kick","26b56150-2f67-4359-a6d2-3fe0a6cd2a5b","SkillInfo"
"MNK_2_A3_Paralyzing Strike","cddc924f-d7e9-496e-b251-6b1f287b73e6","SkillInfo"
"MNK_2_A4_Focused Strike","eedc261a-8bc6-48f8-91b2-e1e0587b022e","SkillInfo"
"MNK_2_A5_Pain Suppression","375f6111-c59d-4c26-8459-1b4b36cbb062","SkillInfo"
"MNK_2_P1_Momentum II","e4b667c5-247f-437c-8dc0-a0cb6947d0ee","SkillInfo"
"MNK_2_P2_Contemplation II","3c48cbdf-dc3e-4bd8-a9ee-d72ca3ffaeab","SkillInfo"
"MNK_2_P3_Masochism II","851b4849-5624-4847-b9f3-0a6e014b5513","SkillInfo"
"MNK_2_P4_Endurance II","7d586ac4-62ee-4e66-9509-9db6bbbb67fc","SkillInfo"
"MNK_3_A1_Dashing Strikes","1bad1d3d-5f99-498c-a838-6b1a4ac75719","SkillInfo"
"MNK_3_A2_Falcon Dash","45907c14-9772-4d47-b019-d50bb9e6425d","SkillInfo"
"MNK_3_A3_Meditation","5e3fd063-311f-4e7b-9723-2fcc0c43d1e3","SkillInfo"
"MNK_3_A4_Sweeping Kick","be4f4d5a-599b-464c-b37b-d70907820b52","SkillInfo"
"MNK_3_P1_Combo Breaker","9f5758b4-7511-4326-a426-0b531cceadc4","SkillInfo"
"MNK_3_P2_Body and Soul","184c8456-b735-4b54-99d7-783ce74bec61","SkillInfo"
"MNK_3_P3_Willpower","783f7e26-6d2d-4597-af72-c5f41ce6f0df","SkillInfo"
"MNK_3_P4_Weapon of Choice","b535409e-d753-41a2-9743-2a427c07f376","SkillInfo"
"MNK_4_A1_Soul Cleanse","753ecaa8-bcba-40de-a44c-df7ca092b772","SkillInfo"
"MNK_4_A2_Cyclone Kick","05899704-90a5-4b06-b141-5fb7b10c02b6","SkillInfo"
"MNK_4_A3_Power Strikes","4409fec4-696a-48f2-ba64-5305247c2f6c","SkillInfo"
"MNK_4_A4_Dodging Strikes","df3b62f7-9e84-44e1-bc3f-10e9763bdcda","SkillInfo"
"MNK_4_P1_Strength","72730fff-2170-46e2-9a5a-3c26c1baee98","SkillInfo"
"MNK_4_P2_Speed","3466e4e5-7649-496f-a795-850aecb1a284","SkillInfo"
"MNK_4_P3_Crash and Flow","4a59faf8-462f-4fc1-a42e-e66fcc79739c","SkillInfo"
"MNK_5_A1_Many Sided Strike","e34d2162-c2e9-4485-8b76-527674a43ef6","SkillInfo"
"MNK_5_A2_Quaking Fist","37dc1b4a-82d1-41d0-91b5-b8768ec8c308","SkillInfo"
"MNK_5_P1_Perfected Soul","b6cb4d22-fa91-4b17-8c69-fdd47bed405f","SkillInfo"
"MNK_5_P2_One Punch Monk","1e089acc-84fc-4d8f-8432-915e5daa7d9d","SkillInfo"
"ModelScaleMultiplier","30eae638-1614-4bcf-9372-dee9e6a326b7","CharacterAttribute"
"Molten Matron - Summon Scorplings","0c63ecaa-492b-475e-bee8-fe5415492379","SkillInfo"
"Molten Sting","3c7a0115-ce0f-4dea-9164-fc88399846e4","SkillInfo"
"Momentum III","052f0412-6bfa-4e2e-b531-c2b1445d86e0","SkillInfo"
"MomentumValue","5e63d67c-ff5f-4d50-afeb-dacd0dc1a0eb","CharacterVariableAttribute"
"MonkSpeed","b20675b9-5ebd-42b2-818f-cb590be890b1","CharacterAttribute"
"MonkStrength","b6674bf0-9954-4822-9f87-5b9c120e725b","CharacterAttribute"
"Move Object","8549bc76-2b0e-4f55-9779-e17defc5e559","SkillInfo"
"MovementCostPerHexMod","7ccf7c88-4dce-425a-918e-a0db35c89aba","CharacterAttribute"
"MovementImpairingHitValue","9e672e19-7571-48fd-bb24-27868abf4892","CharacterVariableAttribute"
"MovementPerAP","02da98d6-dc9e-44e2-8889-9686f40cf465","CharacterAttribute"
"MovementThisTurn","ee137521-72ef-4362-bd7a-9f17358b4faa","CharacterVariableAttribute"
"MythicReach","e59b8697-a0f6-46fb-8803-9a182be19c8e","CharacterAttribute"
"Nature Summoning II","4b32af59-5514-4863-972c-6586bce62f71","SkillInfo"
"NAT_1_A1_Nature Summoning I","7bf06d05-ce54-4bf5-bf4d-35da956d3bba","SkillInfo"
"NAT_1_A1_Nature Summoning I  [Pack Summoning]","307e3f9b-cd71-4ec1-88da-c0f84c759074","SkillInfo"
"NAT_1_A2_Entangle","5a4f990a-3e8d-43cd-8186-b04b10d2154a","SkillInfo"
"NAT_1_A3_Faerie Swarm","218b2d73-387b-41f1-b791-4079d4316fea","SkillInfo"
"NAT_1_A4_Brambles","5e4dbe13-58ca-4ee5-bba5-78041c8fe660","SkillInfo"
"NAT_1_P1_Pack Hunter I","da33e5e2-4c72-4806-b2c4-ffe57755933d","SkillInfo"
"NAT_1_P2_Adaptation I","267937da-0635-4d70-af98-21e3cbd27499","SkillInfo"
"NAT_1_P3_Beast Master I","6c4546b0-f8a6-406a-9475-179ac57153e5","SkillInfo"
"NAT_1_P3_Thorns I","a9ecc771-d9ee-4dad-9cf9-310d8eccb1b9","SkillInfo"
"NAT_2_A1_Venomous Skin","1e0cfa0e-bad0-4f36-bf17-0768c76478e3","SkillInfo"
"NAT_2_A2_Living Armor","1d723539-3738-422b-b5cf-7193a0878418","SkillInfo"
