Name,GUID,Type,Description
Umbral,6cf04246-c955-41b0-bfd0-23c4afb533f8,ItemMod,+[10] Damage to Shadow
Undertaker,e4379391-514a-49a0-b4f9-266d881a998a,ItemMod,Summon Health increased by [10]%
Untamed,45c3a391-369e-4a93-8377-510e77eb9c04,ItemMod,Summon Damage increased by [4]%
Vampiric,fdeaa4c2-e28a-4ea1-a8c8-830524110cbb,ItemMod,Lifesteal increased by 2%.
Violent,b0f9074f-1eb0-46a0-b383-30ad3dc99150,ItemMod,Critical Hit chance increased by 5%.
Wandering,68f058af-d8ac-49ab-816d-94765206a4a4,ItemMod,Movement points increased
Wandering,40e174a8-2fd1-49ba-8c67-7746717dcfa9,ItemMod,Movement points increased by 1.
Warding,96999080-0343-420e-817c-e4883ea1d13f,ItemMod,+100 added Magic Armor
Wild,4c66e3c5-4d5a-4587-9b46-3ab57316a7ee,ItemMod,Summon Damage increased by [8]%
Wizard,1319b13e-1589-4ee3-8cb7-0e37d19ed61f,ItemMod,Elemental skill damage increased by [15]%
Wizard's,dc09e985-4f8d-45c0-b983-ee6841059ef5,ItemMod,Elemental skill damage increased
