Name,GUID
Heart of Rage,f040d5d8-f4e8-44de-a1f0-30444ec20000
Heart of the Mountain,f3e67511-79c2-48ee-a579-ef5c7f27f492
Heart Pendant,40feae69-8baa-49f7-948a-a353d0998e1d
Heart Signet,ef726e9d-6333-4599-b349-c265c2f1db82
Heater,f75d11b0-2088-4014-9242-94d827cd7c54
Heavenly Blade,f9d12c96-1cc2-466c-8a9a-3d517ebd731e
Hero's Blade,b9c9d5d4-8c9d-49a5-b8be-8bf5c8ab9874
Hod's Hood,f033b7f6-faa3-4f32-bf15-5136314b6df7
Holy Blade,d809094f-8ac1-4ab7-86be-13638dffc4ad
Holy Heater,6eaa24b2-9cdc-42bf-a331-6b170582ced8
Holy Symbol,90160e83-3dfc-4d37-9943-cd8cbf1c32fe
Hope Locket,fd9be8ff-4c84-42dd-b15b-67488cc4b9c1
Humble Garb,b33f4399-f9b7-4234-bafc-6ccf5035b2a7
Hunter's Bow,4d91db8f-c686-4727-9c66-da25f6ae0304
Hunter's Trappings,c141d4d4-e3a7-485c-8dc9-85cca475131c
Hunting Knife,a4d0eb88-a4d3-42cc-a706-1462ecb451fc
Hunting Rifle,6d35888f-6ffc-4db9-83a3-31168681f008
Hunting Spear,15201555-8b5b-4c50-a09c-f6d9619649b2
Ice Garb,c08358ff-2988-492b-a137-bff73e3c22c0
Ice Gi,27a1caf0-24f2-41e0-89d4-23d5258ab0be
Ice Hood,a2500a7c-eef0-4b3c-ad7d-e8658bb1bf64
Ice King's Axe,581894e7-9a4a-4b54-8a12-9b04889e7ea6
Ice Wraps,fa74de94-2da5-4a8a-8dbe-ad82c3916b76
Ice-Runed Axe,f77f7df4-6933-4c60-abef-f186217cdce4
Icefin,74968960-22a5-42e0-8ca5-1a5d66b38361
Ichor Oyster,80868369-4b0c-4a4f-a9f0-2a2ee7dbb4bc
Ilsalay's Indestructible Aegis,56aa0be9-155f-48c0-8880-f915efba74de
Imp Claw,d780d01e-48a0-4175-b51a-eab230861e55
Imp Horns,87091644-a951-428f-a598-4d2b733b7309
Inner Strength,97c77043-e234-431a-8258-fc8ac1d7d113
Iron Aspis,e18b038a-6f4e-44eb-8d16-71af6c6a17a0
Iron Band,58c4cac1-a3d4-4ed1-910d-bfb7ab7cc6c9
Iron Breaker,f7f55bc7-0aad-4751-9975-6b9f96c875c9
Iron Choker,eb5cf13e-f1fc-4f9f-bdd7-46746978fa0f
Iron Fortress Band,bf8a6c81-387e-41ba-8211-3535fede0d67
Iron Greatsword,722fde0a-9201-4065-b25f-cfaab9728c81
Iron Heater,c019048d-7a13-42d0-8799-1dba4eb3afee
Iron Longsword,16353355-1eb0-4107-9d64-7f0ff8171050
Iron Mace,d2ab3291-7fdc-410b-b0e0-244ea35f9fa0
Iron Mallet,db01c2d6-877d-4346-86a0-72a20b58fc98
Iron Ore,4ed43506-c1ed-4bde-8631-797d2eebd173
Iron Pistol,65f5242e-7e90-4aab-b0b0-a76b078cbf21
Iron Sabre,cf3b0e9e-36fc-492a-ac9c-b187872cf4dd
Iron Scepter,3ba8c45c-8914-47e6-8785-bd3513057815
Iron Spear,ac0e8961-3773-4046-a24e-56f2578d73eb
Iron Sword,a9a60f87-f38a-4438-b026-cc18ded25dfe
Iron Thorn Cuirass,f62202d0-d83d-4eab-856d-94c2057b42f1
Ironbark Shield,a1a50cd7-4f66-4c07-a185-b4b5f8ddae03
Ivory Aegis,a517dfb1-bdf0-41d4-be1c-b7a18f2de0e1
Ivory Musket,2fb2b74a-d892-49c8-b3b4-12881bc2d79b
Ivory Tusk,66520d90-fb30-4c82-bcef-06b27dab4dfd
Jewel Encrusted Skull,10be9780-c4d0-492d-b37f-33b6fe62a6eb
JJ's Miracle Cure All,b02143a4-34a9-4f6c-91c6-13bb36696ede
Jungle Spores,a68fc18b-bc40-400d-a770-f847345ba55c
King's Signet,f312d23f-bd59-4ba6-8d6f-a6239e874558
Kingdom Guard,9fecf009-a0c0-46b9-b07c-8583a41476d2
Kingsblade,7923eead-9008-4893-9a46-eeb06cd877f9
Kingslayer,42041b65-e6a4-4c0b-b31c-322d51b1556c
Kitchen Knife,5a21dabf-5f47-4e16-886e-b1eaf0278829
Knight's Full Plate,dba02af9-6708-43dd-84f0-5e90ebe4451c
Knight's Plate Helm,9de3dd59-26d7-49b3-a5ea-3a36905b8ca6
Knuckle Dagger,4fdb7c36-b912-48d6-b64c-bba008420d4d
Ksvaldir,d1d362f9-4d54-45c0-b194-8eeda897316e
Kunai,428fbc11-77fb-4f55-87f1-93bc1874b861
Kunzite Crystal,4978c7a8-986c-4989-a5f1-7d4f7e033f34
Larimar Crystal,292fb133-f394-490b-af81-45e73a16872d
Last Word,c0347ea4-2c2d-49a1-bfdf-080ec6844daf
Lavafish,7982793b-62dd-4642-af67-335c1843a793
Lavengrass,cdec3c3b-2c66-4f30-af8d-ae66a9bd7404
Lavenroot,a721e382-89f0-4afd-b53b-931f5634cb5c
Laying on Hands,73fa0a13-36e5-4f90-8e16-29f2e1d9a3ee
Leather Armor,ef91ea77-3d87-4a06-8a46-ac0d96c1cce4
Leather Doublet,d20e5705-8cd4-4985-a428-22f43a7e7631
Leather Hood,0888db7f-9dd7-4d5d-aa6e-7114fe779274
Leather Jerkin,91e88601-255e-40a4-818f-95b61ef1db19
Leviathan Plate,5a5f00bd-c1a9-4ecb-a689-f93399eb904b
Leviathan Skull,a4ab3d2d-0bca-4f20-8118-85ac9762b36a
Life-Runed Hatchet,aecdd78e-5ee0-4142-9b87-cf2fd20aab7d
Light Healing Potion,d9bd9bd6-49eb-4571-9183-0b8fd9abc02b
Light Mana Potion,0859edcf-0a89-4bc7-a4d1-0f959e396b6f
Lightning Garb,e06c91ed-1e18-4d34-84d6-08c70210a188
Lightning Gi,6780104c-3091-49ea-b88d-62f6ca1544b7
Lightning Hood,61575101-d0b7-4062-b5fb-94372a97392e
Lightning Perch,7c5772fa-37b1-40c8-baad-25c0fc0b1494
Lightning Wraps,2c205631-dbce-47f5-a8e0-045242bb4b68
Lion Charm,0bce7555-2a82-4128-9605-5549a2beb097
Lionheart Breastplate,37b6c00c-2988-42e8-a8f7-fecdc05fbdfb
Lionheart Leather,e05f6453-d9de-4579-a16c-102ed7f9b3e9
Lionheart Plate,efc8c1c3-60e9-4580-a1d9-0f97a08db3ef
Living Axe,61f5cb3e-15a8-4f82-92a5-6d4ddf1df875
Living Band,78cb05b4-31c8-42af-9a4e-6c631c798328
Living Stone,c783cfe4-7156-480c-aa46-09ca7d3af903
Logan's Paw,711b9d8a-c9fb-4830-b104-aaa225897c12
Long Bore Handgun,2087fd4c-fcae-459c-983e-9425e3d97225
Longbow,34d21883-1298-4521-b8f4-9cdee3f6580e
Longsword,5cd9eba1-4205-4668-84f5-784b20da2274
Lost Valuables,94d15dd5-9e17-4c2f-a865-d2154ed38579
Mace,30c65d7a-1947-40b1-938a-7313081b6f9a
Magedraw,4ea87406-c9aa-47ab-9358-573c8f45462c
Magmamouth,b47760ac-daf5-44d4-821c-24ec9aaa545c
Magus Hat,9e235165-2a1b-4497-ab1a-7651633a6082
Magus Robe,1fe9d626-0244-4873-81d0-702b4efbf498
Mana Potion,0b207bf6-8015-4962-a8f6-bc0609c68dc8
Mark of Nobility,84340e1b-132f-4aa7-a9e9-5ce67cfc0b77
Marksman's Cap,df67d58a-a4f4-4a49-acf9-1de8b828f4f4
Martyr's Chain,0c20e416-4f87-467e-accb-a0963934e8e6
Master Swordfish,e3e57d3c-a930-4442-8479-2529ab564c19
Master's Gi,c8fd624b-32a4-4620-94bf-36bbc701f833
Meditating Brew,1a3be574-7b8c-451a-930a-df00f2d5c914
Medusa Staff,5a43c578-0d93-4570-917d-9dafea399174
Memory Locket,5fc9a056-e673-45e0-9437-b07b4353caab
Mending Band,05815853-3aa8-4383-9377-81174c3aa081
Meteorite Band,e34f868f-2b99-4580-a304-95ca7d771cb4
Minor Healing Potion,b06a40a1-c4f5-46d8-95bf-1b2cfe4e5f05
Minor Mana Potion,5d6977db-62da-4242-8f4f-ade9286be7f4
Minotaur Axe,5be68e42-a14e-4de2-8201-8b1989ee6578
Mithril Loop,a52b3cca-1b3f-48ad-9431-c972197491df
Mithril Ore,5fdc82a8-af09-4982-81cf-e9c1c881801e
Mithril Pendant,654e8b04-dd66-40dd-acae-8aaab8c5d2ad
Mjolnir,ac16d4dd-a135-4508-87fa-0ff797a9cef8
Moon Fish,fa0f3eeb-e853-4821-8ee1-fad54e00d3e5
Moonstone,4bd03ed0-9a02-4a0c-9477-1bcba0857d4a
Moonstone Necklace,1d60801b-f30c-4543-a7ef-13653cb53731
Mottled Eel,44d3c2cf-4885-48cd-8202-f425546da440
Mountain Salmon,4d9797bd-eae3-4b19-80d7-7115f2706a5e
Mourning Star,e338da37-56f9-409c-9a72-f508bc7d6397
Mummy Linen,08a9fef9-e483-4a0b-9f2e-841b0d390839
Musket,a66fa447-7295-4017-ae92-25be38e4f8a7
Musket Pistol,337a8fcc-175f-4527-acff-c81958dcc1cf
Musketoon,58ff137f-594a-41bf-af93-2bf9423dcf20
Mystic Blade,7994129a-799b-40b8-b1df-115a8f25ec1a
Mystic Staff,543a51d1-a327-406b-86e5-d04c178e215e
Naginata,3afdc9eb-aeaa-4d41-b34c-872fab1de7a3
Navy Chapeau,b55b802c-a68e-49c0-9992-3d0fd8da802a
Navy Coat,6b20e5b5-380c-4993-8907-f1b422865f62
Navy Feathered Beret,4ec0048d-e6d6-4c35-bc72-17e08d34112f
Navy Robes,a590ce86-9678-4e7a-9d6d-66ad888a56f5
Negating Tonic,a7539704-9861-4a51-98a0-7524bc305cad
Night Stalker Leathers,fed263d2-e389-4e3e-8697-89111b82d08d
Night Stalker Mask,0afc70b5-0ab8-48df-b8db-f797d9286ca1
Ninja Gear,6312e9ed-798c-40a4-bcc0-5c9804eda700
Ninja Hood,c27caa41-521a-4249-b175-1c6246049148
Ninjato,302f83e5-2c48-45c0-8cd6-e762ec9e0676
Nobleman's Vest,40a05e1a-a2b3-470d-b4f4-c0281f52c920
Northern Cod,cd944657-52e5-4a4b-b1e0-7f61a789cbd5
Novice Gi,04ad8903-db2e-45a2-8263-ed4683374454
Nullifying Tonic,eb2f8ee0-a8c1-4104-8993-cfa5da36958b
Oasis Amulet,b1d0fdde-a2fd-4f2b-b6ba-726806159025
Oasis Glaive,40669810-5477-4de8-8abf-8fc0314cdd4e
Obsidian,3fb63826-6cdf-4a59-b5dd-92cda4df0cc9
Obsidian Blade,6ace9eb1-5d26-4f3d-a0a4-54d89497be13
Obsidian Cestus,bacafc36-8d84-4403-8b92-8607ce8a3947
Obsidian Dagger,ac556bb0-40b3-4c33-82de-67283b976606
Obsidian Hatchet,b3e940f9-b843-4218-85d3-2bf3d07a1335
Obsidian Shell,ac5ced5a-ea17-4465-8840-fc7f5bb9b4cd
Obsidian Talon,1c61dc1a-91d2-4929-9bc5-a8b025243a9c
Ocean Iguana,490b710e-cf88-4eb8-ab91-0062b6f982f8
Oculus Stone,5ed3483d-4507-4277-994f-6f9a41defd95
Oil of Acceleration,52eb008e-723f-46c3-8f44-871f3feaef8e
Oil of Alacrity,1c70f03c-d16e-4e61-af9a-2f3d72f721c4
Oil of Momentum,2fdffe3e-f2df-4b86-b749-41f9289e6843
Oil of Movement,788297b7-2b16-4fd2-8685-09a65680bdc1
Oil of Speed,d7ba13b4-c7fc-429f-9685-50ff56f3a05c
Olive Chapeau,eb3e85a0-1633-4d57-a2c2-17dbae4d4f3a
Olive Coat,0ce1ac08-8c56-471b-a35d-af0e25f83bdf
Olive Feathered Beret,13222389-413a-4e49-996a-af8866320da5
Olive Tunic,fcf952a0-44b4-4835-8ada-22406ec4b268
Onyx,34b75cb8-b206-4205-969f-b6c85ccc6938
Opal,6af72a3d-92e0-43dd-9e31-66ed9c34ae5f
Opal Necklace,9592329b-3ee7-47b9-86f8-d244cd0c961d
Opal Ring,bae22dcb-85a5-4b0f-8acc-f8bbfa44f2e6
Orichalcum Band,cb7b7de1-f1c3-4158-81b9-f3b55883fe0f
Orichalcum Chain,821a3cb6-5cfa-442a-a8b4-49e885cf478a
Orichalcum Ore,56450675-50ba-4fa5-82d9-28773bfa87d6
Ornate Sword,978ace1e-3ccb-4209-a14a-855d43695d4f
Outlaw Coat,860027b4-f3d4-4bd0-9b32-a340f7aba999
Outlaw Mask,f69bb1c9-fad3-46e8-8231-3284f800be97
Overgrown Thorn,053a4813-cdab-4575-a8ab-5b21a016878e
Paladin Platemail,bfd2879e-0236-46e1-9361-6fb8855c0e6a
Paladin's Hammer,fa3cf327-aa20-4a39-a1d3-3775f57b8b98
Paladin's Helm,81243ca7-cf27-4842-b822-d5346a7faef8
Parmula,46c6454d-c575-4ee7-a078-7950e97e67a3
Particle of Light,1775265a-2f3e-49c2-80a2-de072cedd147
Peace Lily,7732fd2a-04c2-43b3-ad7a-e48e745fba76
Peaceful Garb,4827986d-958a-4394-8e3e-1a0e419fd026
Peacekeeper,35329633-7cab-49e6-ad6b-9da4a0d18045
Pearl,9ab3a328-ff49-49a2-a7ee-4d738713373d
Pearl Necklace,5e36c85c-d762-4565-bbd3-c2c0dd878460
Pearl Ring,d360d866-40dd-49f7-bea4-1cd12e74bdf7
Peashooter,117a772e-3e8b-4533-bd8e-260ccf6610cf
Pendant of Cunning,f04d8a8d-43fb-4e79-8f32-f909960d5655
Peridot,7c01e704-b60b-416f-afa7-59182ef8f184
Phantom Piercer,5ab1e0d5-ddaa-499d-b43b-0ad31a5b6bc4
Phoenix Claymore,411a7572-5844-4b7d-b5b6-c9472b135787
Pike,4f72d813-38eb-4cd4-8eaa-2b058a88e197
Pink Jellyfish,b5376688-01a3-4568-9e30-58ff7a3392ce
Pirate Sidearm,506903f6-5a54-4ea3-aa19-622de1c5065c
Pirate's Cutlass,993cadd5-be60-42d7-9905-887568a8715b
Plague Jacket,96b08988-ae89-423d-8dc9-221713b5f136
Plague Mask,a8e48d00-fb7f-478e-86fc-29ed4b1306b9
Poleaxe,bd4a540b-d4a3-45fa-96fb-8916bdc4d4c4
Potion of Agility,ef0fc7c4-5502-43eb-addb-b2dc8837322e
Potion of Avoidance,89feecc2-ef76-46bd-9959-b43966cc3f78
Potion of Brawn,e485d2bb-8b28-4daf-b6e0-b095de85c311
Potion of Celerity,3256dec0-6d22-4d35-8a1f-002cb7edab31
Potion of Dexterity,dbacbc76-e76e-4585-bc31-48198e34ee80
Potion of Dodging,2ef8e404-7f05-4446-ba1f-97ac3e47be52
Potion of Eluding,e339b856-3369-4162-b9af-ea85b78dda03
Potion of Endurance,8f0a1b47-e6f6-44d5-a2f7-cdda104926c5
Potion of Evasion,e7bd3197-3071-4cab-b1a8-bf8ff8ec7162
Potion of Fire Protection,f3c3f6cb-6967-4e9a-8648-eea554cae2eb
Potion of Force,91bf27e1-9cbc-43ee-b0bd-ffb071674510
Potion of Fortitude,57ea0db3-a881-4795-9c4b-6b6cf67e4b55
Potion of Frost Protection,42a8c480-74f5-4321-9d57-522d5c0232e7
Potion of Intellect,4a338e2f-f34e-49fe-a743-24bc8dea9f97
Potion of Life,a9c33ae9-e008-423c-b20b-81e9bc01049a
Potion of Lightning Protection,0f75e074-7d34-4ed6-afc4-b5e4d9d0ca9a
Potion of Might,a2136f6e-8ea7-48e9-9759-930e0d734ea7
Potion of Mind,1e112053-3d50-4e19-acbb-83c1bb394f78
Potion of Physical Protection,ab47952f-889c-4fb4-8df9-842f5b2a4a6f
Potion of Power,0b758b4d-cd3a-4593-bbc1-e8f9cf008e8d
Potion of Quickness,dc11a1df-3a48-49eb-9874-b920f668dd20
Potion of Reason,610d1183-a9f6-4116-ab15-9f066ee3b709
Potion of Reflex,9c46551c-9347-4308-b0d5-baeaedd05171
Potion of Strength,d3df9117-0662-489f-9d23-d547bcbe6939
Potion of Swiftness,49f836ee-b3d4-485f-b7f3-0f271f1a766a
Potion of Thought,dd92a547-c9ef-406e-99e2-5e2b0ff9b3a6
Potion of Vigor,dd99af1e-15eb-4d0a-b822-139e039781fa
Potion of Vitality,fef26dc5-a3a6-4a98-ad1c-d7d8b93d29eb
Potion of Wits,cb047375-6a3a-44a9-91e7-318abc147dce
Praetorian Cuirass,594bca33-fe60-4af0-bd68-72ad28adde6a
Praetorian Helm,97b668b1-1ec0-45d1-9292-7efb093b8991
Prayer Beads,9ebaeb5c-cae6-4d68-bf65-186638062a90
Primitive Rags,5ca03df9-2676-4785-8907-8597fda0eada
Primitive Spear,f75f2f47-26df-42c9-bef8-7741621283ae
Prismatic Tonic,6dc9ade8-a8c1-4894-a260-99315ed29bc7
Pristine Animal Hide,8d1d8948-1678-4147-aebe-04ab286f621d
Problem Solver,a53a83d4-aed2-490c-8996-81ab76626522
Professional Finery,9db9ebff-b798-46f9-94e9-6ca493d226a8
Promise Ring,2225030d-a433-4a4e-ba85-490988b970e0
Protection Flask,80bf88f1-0d95-487d-8eaa-205b4567529b
Pupil's Attire,e0a3fb0e-b63f-4dcf-b96d-2190eee3e30e
Pupil's Cap,f265c618-e48c-485c-908b-2ddadff377cc
Purifying Band,dc6f0a3f-635a-447f-95dd-23e0a497182d
Purifying Essence,e2133da3-2c81-4270-b066-7d6e1592adf3
Quarterstaff,084d3c92-b2c8-4fff-8c55-4483ba9d8811
Rabbit's Spear,ff0c89d3-1f9a-498c-bac4-dc39e2d5cb1e
Rage Casque,10a9065c-87ec-4820-ba44-c11afa9ebf56
Raider Axe,02da8960-9d61-4a09-8ed7-1403b5eb52af
Rainbow Carp,8ef4861f-fda1-4315-a933-56a4929365ab
Rainbow Fish,96be18bb-ecd7-4690-91c5-e5af3f6821aa
Ranger Hood,140172c1-6272-4f85-ad9d-23aff4efa350
Ranger Tunic,df5a1e7e-56b0-412c-8824-5e277298a971
Rapier,3ee762f8-2f71-4b67-9ea1-d4cffd237321
Rare Black Feather,8e3ed1b9-262e-4a6b-b5c2-b143c00b23ed
Rare Blue Feather,5cd428c3-3e5e-4754-8877-82a49b803159
Rare Pollen,9380f1ca-0caf-4cc1-81b3-e7cf982db6c5
Rare Red Feather,3010157d-ac21-48de-97c8-923367db47a8
Razor Wire,ccb8a213-af6e-4f81-b078-e5e6d6a5b95e
Recurve Bow,dfc6f789-1995-4a4b-a9af-8ca6506153fb
Red Cap,c03fa552-e5e6-47f4-bb9c-c64b38782c1c
Red Dragon Eye,30f8857f-8bba-4e2d-9918-cffd2f3e1e3b
Red Dragon Scale,e0e8e1cf-7da3-44ff-b4c6-fab3e7d3859b
Red Drake Scale,db2f256b-96cc-4e30-afbb-4f43cf84f6a5
Red Spores,84d20d55-c253-41b2-b895-1d9ed7edd53a
Regenerating Brew,6ffa7c9d-5c82-43aa-a97b-5d2ebb486a25
Rejuvenating Brew,4d44a797-2088-4251-a753-9528eda921e7
Resolve,1689be66-0b31-4609-a56f-99a05f76388e
Ring of Alacrity,ac7e0b31-fe55-4323-9184-5ef192f23c59
Ring of Brilliance,e8168118-645a-4628-a770-a94af3544264
Ring of Cunning,ed21cc7d-7867-48da-a1c8-e1391412d58c
Ring of Haste,a3a16304-be21-4a8b-af29-083a652ceede
Ring of Power,792b4d9a-d1b4-42c4-9b60-5b80ffa6ceb0
Ring of Protection,c4094452-9052-436a-bf1c-1a28797b2da8
Ring of Vision,ae18fb0a-7c34-429b-ab71-6923c451de09
Ritual Blade,78d84a2b-bfd0-4671-ae48-146acc6b7448
Ritual Sword,04460aa5-d7d5-4582-96a0-8f2ec70ab241
River Moss,c92fb894-7e5a-4769-a0c8-e72ad512f6f8
River Salmon,19991d3e-d76f-4b47-9ce5-5bc434da0328
Rock Crab,17697a8c-3c73-421e-be46-4ffb4df21d2d
Rockbreaker,4025b7ce-7169-4df8-ae76-110e4e5c84aa
Rocktopus,5f446fff-4d59-49ac-9152-0671a55e9cc0
Roguestone,fddc0240-3da3-4757-b51c-7da81f1004b7
Rose Thorn,30361384-4147-49b6-a1f7-7b616a2eff6a
Ruby,d2eef6e1-6862-47a0-927c-40a93777062b
Ruby Battleaxe,009db18f-4b7e-4a81-a76d-dfbe1634433b
Ruby Glaive,e498702e-a5b8-4c78-9657-e0500bb25271
Ruby Halberd,95e800c5-2993-4988-bb0c-f952737285d5
Ruby Ring,11b28ab5-6e6c-4553-a74f-103e404ef4bc
Ruby Sword,73c9c45b-86f9-47ec-9163-35989d0c15eb
Ruby Tonfa,98b01ebd-d1b3-4462-9f5f-80b1b624bc65
Rusty Pickaxe,120b3060-6c3c-4cbb-8318-d96d8307cc61
Sabre,1cda7634-6e4b-49a1-bab7-2c10982482a2
Sai,7e4f98c0-84db-4643-9dec-996816898eb4
Sand Shark,eb8fd180-ddd9-429d-b103-74f6453ac34b
Sand Spear,3fb1faa0-d4d0-4557-ba64-0474896e2ca2
Sand Sultan Simitar,b23e5b30-7c7f-45dd-8b8a-798089e03b85
Sand Sultan Tunic,45c48be7-203a-4ef6-9e1e-22305f54a578
Sand Sultan Wrap,f5c26773-a1f7-4679-9984-ae48d1c39b2f
Sanguine Sage,9248d1ce-1d2a-4445-9a9f-a691e2a7fceb
Sapphire,4ceaeae9-8e34-41da-8133-38bc66f52bc1
Sapphire Cestus,151867d6-d8e7-44f9-b852-2b961403da26
Sapphire Claymore,3689eff1-4be9-48c5-8ed2-5648049f6f1b
Sapphire Poleaxe,7670ee1c-295d-46f7-9873-300671c94be8
Sapphire Ring,e677e026-006d-4f9b-8f86-88feb5eda56a
Sapphire Spear,56994571-2fc3-413d-881f-b9bbd2a6f325
Sapphire Sword,3c3223e8-adb8-4d2c-b557-a5404fac5ed4
Savage Shield,2aa80925-a154-4f92-abfc-1ede4cb70424
Scarlet Chapeau,e1ba826f-0bb0-4c8b-834a-a7252f3506cc
Scarlet Coat,d1f69713-7685-4f0c-adf0-52b4f16b8cc8
Scarlet Feathered Beret,1f0b587c-8341-42c8-86fe-7e4aa41e9de2
Scarlet Robes,af77bf47-82ad-4fe2-b3c0-391d2e26dff3
Scholar's Attire,05853776-7d91-46c1-b09f-182ecf304536
Scholar's Hat,4c167516-478a-49ab-bf17-1afdee99ef07
Scimitar,21017a6a-1142-4c4f-88f8-c28700e81957
Scorpionfish,79e42c95-0dc2-4656-bf98-e6b134982147
Seaweed,b656c430-4ce9-4e80-90a9-f652af52276f
Serpant Sturgeon,390d93cd-c3f2-4019-9c18-5a8e6beab5d5
Shadow Stalker Bow,778634a8-5fe7-4643-9ef9-9c47c8204c2d
Shadowstalker Body Armor,8648d21b-f1d1-4f1d-9f4a-063feb1c7a7c
Shadowstalker Mask,56a28469-3e7b-434c-af65-9ddd786bedaf
Shako,708a36f0-ddb1-48f8-b329-0ce4dc35da93
Sharpened Stick,349041e7-5d30-49c6-8a09-6defe5dc7430
Sharpshooter,dba29901-eb5c-4f62-b430-de8e25e93401
Shield Crusher,c3f2cae3-dd99-409a-a214-604c77363a83
Shield Flask,255b314e-a20d-4833-bd91-f0f2707ea5fc
Shield Turtle,2b22affa-4601-4742-b90e-a6d3a0d3d1cb
Shiny Blue Crusher,f0c5aad6-e9c5-4ced-ae65-e31222761412
Shiny Orange Basher,bbd61270-0d7c-4881-91b3-942c4f57eb71
Shiny Red Smasher,eb258185-4a02-4785-b694-1014dcc3ab18
Shortbow,8fb75457-2d89-431a-81a1-5fc354d17fc4
Shortsword,27b9d6fa-937d-4eea-a93e-b3276208eb1a
Shovel,82d930b4-abb8-4b1f-a591-7929375a0256
Siegebreaker,7f33cb1c-9eaa-4187-b21f-9ae3f529f412
Silver Band,8fb650e2-6e1c-4385-be9a-ba45156663cd
Silver Kite Shield,092c30b7-d6d6-43c8-81aa-1fa177a99617
Silver Necklace,242444c5-25be-4780-8439-ac2438566ae8
Silver Ore,757a465c-d492-4dc1-a41c-d6b026c0f87a
Silver Shot,e3efceff-0efd-4586-9941-d350694c6ee8
Silver-Edged Axe,0e260666-788a-4071-a2fe-3689803c6336
Silver-Edged Dagger,d8b91e4a-4889-4858-bffb-c94c28a32ef0
Silver-Edged Longsword,bf293d8c-3906-4a02-8a9b-9c20475ed1ae
Silver-Edged Shortsword,fcc44da3-aed4-49e8-9b75-1ca0b633f48b
Simple Hood,ee477b9f-3860-4636-8c09-10cdeab3f2d6
Simple Robe,4d405952-a3c9-482f-af8f-2d47fe2c337a
Sinister Sprout,b1d3aea3-1ea9-4d4b-b51a-e93c1b93f849
Skeleton Necklace,b034ab3c-a4eb-4253-abd7-42d19968fbd5
Skull Mace,fa583232-5e56-46cc-85b5-4df6e563bb8e
Sky Spear,9e601dcc-0f16-490f-947f-2e753e916706
Slayer Axe,8a12be36-608c-4dae-be09-ab2444f1dd4a
Slayer Blade,2ceddea1-782c-4250-965f-cd5c57dc8a0d
Slayer Mask,8a3ada00-b022-437a-a62b-2f7578f2a62e
Slayer Plate,273acfe9-41ff-4a88-88d9-f768a69def97
Sledge Hammer,95dfee73-19a7-46d1-b0f9-ada292b659db
Sludge Fish,aa1fe987-af4c-4d1f-b720-7d9bb0e877aa
Smouldering Hat,38225ac9-a3e3-45b8-a33f-d25b1a040670
Smouldering Robes,727df1ca-2a42-44b1-9fff-e4388b853fdf
Snow Crab,18beff20-fc91-4f8b-ba17-26d753041cbc
Snub Nose Musket,dce8da6f-b224-493f-9663-1ca2023dc1fc
Soldier's Axe,9ed34903-90e2-4e69-8c7a-0e09f9dbf62a
Soul of Fear,8264a4fd-48c5-4045-a10f-c257aa3cb50a
Soul of Light,edef2b8d-0a33-4fa8-8cc6-a46722e79227
Soul of Night,467840e1-17d3-4329-b1ec-5651ca37f3a3
Spear,7687ca0c-2cb7-46da-88f9-63d9601c6319
Spectral Hammer,09dc4cf4-b43c-460f-b0c8-44a6985bc75d
Spike Fist,c65e85e4-055c-4e67-9308-ccce8883fb57
Spiked Axe,7baab560-2e5f-49b8-85cb-1c614074dd43
Spiked Club,e8df0d86-3563-4483-9d76-0771109f8dcf
Spiked Collar,b218050d-8642-42f7-8e66-4dd52e046699
Spiked Mace,db3746c5-18ad-4119-bdb2-1e11deadc881
Spiked Ring,527d5bd4-a8b9-4c9e-b952-ea04465bb7a1
Spiked Rolling Pin,571a89bc-56ac-4132-a6b0-c7f9e621d319
Spikemail,b68ad2da-469a-453d-970f-8238ab1817de
Staff,4204aa63-6e6a-4c38-90ac-4e52c56694ab
Stag Helm,32b33b0e-0d45-4e29-a6dc-28f7b7a550f5
Stag Plate,a5f15b36-492c-4604-a38a-6f4e1ad0e3b2
Stalker's Bow,5fc4bebd-431b-4899-9db5-ff290d2c9757
Stalker's Hood,65cf52cf-290d-4294-8623-36a1974eb49a
Stalker's Leather,f21b3b16-9167-421b-8648-ff4d81cd3428
Starfish,ae4947e6-a021-41bf-8c57-cf88910e5c70
Steel Chain,f8ba2cf6-0247-4dee-9ecd-d1835a5cfa16
Steel Dagger,458ddee7-dd84-42c4-94f5-91cd7df99270
Steel Knuckles,2d01a293-d271-466d-9745-d841a1f02201
Steel Ring,ca60bbc2-5b91-4831-bcd9-e04af659ea62
Stiletto,35a50dee-239c-46a3-8dd5-34cfd0413683
Stone Axe,a4c8a97b-49b7-49ab-b39e-ba319780b9f3
Stone Dagger,e8534a75-14be-4185-8d3f-8b8496a7b6e7
Stone Hammer,de360b48-a300-4fd5-94d2-7608b3a98e61
Stone Wraps,9305a1ba-0233-4d74-b2df-0363a6e08557
Stone-Cleaver,9aaf992a-62c2-463b-a7da-78eac915756d
Stonefish,01cd1be2-04f1-4436-a939-d5858615b0cb
Straight Sword,876d0580-b3d1-4323-b1e0-40a1d9587502
Studded Leather,0688b7d0-be5d-4e59-b5b2-444aadc5a3ed
Student's Gi,3a3f0206-b830-4909-a0ee-01484f29c83b
Sugar-Brier,97f7f1d9-9bb8-444b-94a8-225c696e447d
Sultan Sword,b8e57130-8c7c-4593-ab31-f096ac549596
